egoid,apps_all,apps_dating,apps_nondating
2613,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s02613
2614,a05|a14|a16,a05|a14|a16,s02614
2615,s02615,s02615,s02615
2616,a05|a17,a05|a17,s02616
2617,s02617,s02617,s02617
2618,a16,a16,s02618
2619,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s02619
2620,a05|a14|a16,a05|a14|a16,s02620
2621,s02621,s02621,s02621
2622,a05|a10|a14,a05|a14,a10
2623,a07,s02623,a07
2624,a01|a19,a01|a19,s02624
2625,s02625,s02625,s02625
2626,a14,a14,s02626
2627,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s02627
2628,s02628,s02628,s02628
2629,a05,a05,s02629
2630,a05|a16,a05|a16,s02630
2631,a14,a14,s02631
2632,a14,a14,s02632
2633,a07|a08|a10|a14,a14,a07|a08|a10
2634,s02634,s02634,s02634
2635,a05|a08|a14|a17,a05|a14|a17,a08
2636,s02636,s02636,s02636
2637,a16,a16,s02637
2638,a05|a14|a16,a05|a14|a16,s02638
2639,s02639,s02639,s02639
2640,a07|a08|a10|a14,a14,a07|a08|a10
2641,a05|a14,a05|a14,s02641
2642,s02642,s02642,s02642
2643,a05|a14|a16,a05|a14|a16,s02643
2644,a14|a21,a14|a21,s02644
2645,a05|a14,a05|a14,s02645
2646,a14,a14,s02646
2647,s02647,s02647,s02647
2648,a05|a14|a16,a05|a14|a16,s02648
2649,a05,a05,s02649
2650,a05|a17,a05|a17,s02650
2651,a05,a05,s02651
2652,a10|a14,a14,a10
2653,a01|a05|a32,a01|a05|a32,s02653
2654,s02654,s02654,s02654
2655,a17|a36,a17|a36,s02655
2656,s02656,s02656,s02656
2657,a05|a17|a36,a05|a17|a36,s02657
2658,a05|a18,a05|a18,s02658
2659,a01|a05,a01|a05,s02659
2660,a05|a17,a05|a17,s02660
2661,a07|a08|a10|a14,a14,a07|a08|a10
2662,s02662,s02662,s02662
2663,s02663,s02663,s02663
2664,a05|a14|a16,a05|a14|a16,s02664
2665,a17|a19,a17|a19,s02665
2666,a17|a18,a17|a18,s02666
2667,a05|a14,a05|a14,s02667
2668,a05,a05,s02668
2669,a05|a14,a05|a14,s02669
2670,a05,a05,s02670
2671,a17|a18,a17|a18,s02671
2672,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s02672
2673,a05|a14|a17|a41,a05|a14|a17|a41,s02673
2674,a05|a14,a05|a14,s02674
2675,a10|a14,a14,a10
2676,s02676,s02676,s02676
2677,a16,a16,s02677
2678,a05|a14|a21,a05|a14|a21,s02678
2679,a05|a17|a19,a05|a17|a19,s02679
2680,a05|a17,a05|a17,s02680
2681,a05|a17,a05|a17,s02681
2682,a05|a17|a19,a05|a17|a19,s02682
2683,a05,a05,s02683
2684,s02684,s02684,s02684
2685,s02685,s02685,s02685
2686,a05|a17|a19,a05|a17|a19,s02686
2687,a05|a08|a10|a14,a05|a14,a08|a10
2688,a05|a08|a10|a14,a05|a14,a08|a10
2689,s02689,s02689,s02689
2690,a14,a14,s02690
2691,a01|a05,a01|a05,s02691
2692,a05|a14|a16,a05|a14|a16,s02692
2693,s02693,s02693,s02693
2694,a16,a16,s02694
2695,s02695,s02695,s02695
2696,a01|a05|a32,a01|a05|a32,s02696
2697,s02697,s02697,s02697
2698,a05|a17,a05|a17,s02698
2699,a17|a18,a17|a18,s02699
2700,a05|a14|a17,a05|a14|a17,s02700
2701,a05|a14,a05|a14,s02701
2702,s02702,s02702,s02702
2703,a01|a19,a01|a19,s02703
2704,a05|a36,a05|a36,s02704
2705,a14,a14,s02705
2706,s02706,s02706,s02706
2707,s02707,s02707,s02707
2708,a05,a05,s02708
2709,a01|a05|a32,a01|a05|a32,s02709
2710,s02710,s02710,s02710
2711,a05|a17,a05|a17,s02711
2712,a05|a14,a05|a14,s02712
2713,a05|a17,a05|a17,s02713
2714,a17|a18,a17|a18,s02714
2715,a17|a36,a17|a36,s02715
2716,a05|a17|a18,a05|a17|a18,s02716
2717,a05|a14,a05|a14,s02717
2718,a08,s02718,a08
2719,a05|a14,a05|a14,s02719
2720,a14,a14,s02720
2721,a10|a14,a14,a10
2722,a14,a14,s02722
2723,a14,a14,s02723
2724,a16,a16,s02724
2725,a05|a14,a05|a14,s02725
2726,s02726,s02726,s02726
2727,a14,a14,s02727
2728,a05|a08|a10|a14,a05|a14,a08|a10
2729,a05|a14|a16,a05|a14|a16,s02729
2730,a05,a05,s02730
2731,a05,a05,s02731
2732,s02732,s02732,s02732
2733,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s02733
2734,s02734,s02734,s02734
2735,a05|a14,a05|a14,s02735
2736,a05|a14,a05|a14,s02736
2737,a01|a05|a32,a01|a05|a32,s02737
2738,a17|a18,a17|a18,s02738
2739,a16,a16,s02739
2740,s02740,s02740,s02740
2741,a14,a14,s02741
2742,a05|a16,a05|a16,s02742
2743,a05|a14,a05|a14,s02743
2744,s02744,s02744,s02744
2745,s02745,s02745,s02745
2746,a05|a14,a05|a14,s02746
2747,s02747,s02747,s02747
2748,s02748,s02748,s02748
2749,s02749,s02749,s02749
2750,a05|a14,a05|a14,s02750
2751,a05|a14|a21,a05|a14|a21,s02751
2752,a17|a36,a17|a36,s02752
2753,a05|a14,a05|a14,s02753
2754,a05,a05,s02754
2755,a07,s02755,a07
2756,a07,s02756,a07
2757,a14,a14,s02757
2758,a05|a08|a10|a14,a05|a14,a08|a10
2759,a03|a05|a17|a36,a03|a05|a17|a36,s02759
2760,a05|a14,a05|a14,s02760
2761,a05|a14|a41,a05|a14|a41,s02761
2762,s02762,s02762,s02762
2763,s02763,s02763,s02763
2764,s02764,s02764,s02764
2765,a05|a14,a05|a14,s02765
2766,a17|a19,a17|a19,s02766
2767,a05|a14|a17|a41,a05|a14|a17|a41,s02767
2768,a05|a14|a16,a05|a14|a16,s02768
2769,a05,a05,s02769
2770,a14,a14,s02770
2771,a05|a14|a17,a05|a14|a17,s02771
2772,a16,a16,s02772
2773,a05|a14|a21,a05|a14|a21,s02773
2774,a05|a17|a18,a05|a17|a18,s02774
2775,a17,a17,s02775
2776,a05|a17|a18,a05|a17|a18,s02776
2777,a05|a14|a16,a05|a14|a16,s02777
2778,s02778,s02778,s02778
2779,a01|a05,a01|a05,s02779
2780,a05|a18,a05|a18,s02780
2781,a10|a14,a14,a10
2782,a14,a14,s02782
2783,a05|a17,a05|a17,s02783
2784,a07|a08|a10,s02784,a07|a08|a10
2785,a05|a36,a05|a36,s02785
2786,s02786,s02786,s02786
2787,s02787,s02787,s02787
2788,a14,a14,s02788
2789,a05,a05,s02789
2790,s02790,s02790,s02790
2791,a05|a14,a05|a14,s02791
2792,s02792,s02792,s02792
2793,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s02793
2794,s02794,s02794,s02794
2795,s02795,s02795,s02795
2796,a05|a14,a05|a14,s02796
2797,a05|a14|a16,a05|a14|a16,s02797
2798,a05|a17,a05|a17,s02798
2799,s02799,s02799,s02799
2800,a05|a17,a05|a17,s02800
2801,a05|a36,a05|a36,s02801
2802,a05|a14,a05|a14,s02802
2803,a17,a17,s02803
2804,a05|a14,a05|a14,s02804
2805,s02805,s02805,s02805
2806,a14,a14,s02806
2807,a14,a14,s02807
2808,a05|a14|a17|a41,a05|a14|a17|a41,s02808
2809,a14,a14,s02809
2810,a05|a17,a05|a17,s02810
2811,a05|a14,a05|a14,s02811
2812,a05|a14|a16,a05|a14|a16,s02812
2813,s02813,s02813,s02813
2814,a14,a14,s02814
2815,a05|a14,a05|a14,s02815
2816,a08,s02816,a08
2817,s02817,s02817,s02817
2818,a05|a14|a16,a05|a14|a16,s02818
2819,a05|a17,a05|a17,s02819
2820,s02820,s02820,s02820
2821,a05|a14|a17|a41,a05|a14|a17|a41,s02821
2822,a05,a05,s02822
2823,a05|a14,a05|a14,s02823
2824,s02824,s02824,s02824
2825,a05|a07|a10|a16,a05|a16,a07|a10
2826,a05|a18,a05|a18,s02826
2827,a17|a36,a17|a36,s02827
2828,a14,a14,s02828
2829,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
2830,s02830,s02830,s02830
2831,a05|a16,a05|a16,s02831
2832,a10|a14,a14,a10
2833,a05|a14|a17|a41,a05|a14|a17|a41,s02833
2834,s02834,s02834,s02834
2835,s02835,s02835,s02835
2836,a05|a08|a14|a17,a05|a14|a17,a08
2837,a05|a08|a10|a14,a05|a14,a08|a10
2838,a05|a17|a19,a05|a17|a19,s02838
2839,s02839,s02839,s02839
2840,a05|a17|a19,a05|a17|a19,s02840
2841,a05|a17,a05|a17,s02841
2842,a07|a08|a10|a14,a14,a07|a08|a10
2843,a05|a17,a05|a17,s02843
2844,a05|a36,a05|a36,s02844
2845,a05,a05,s02845
2846,a07|a08|a10|a14,a14,a07|a08|a10
2847,a01|a19,a01|a19,s02847
2848,a01|a05,a01|a05,s02848
2849,s02849,s02849,s02849
2850,a07|a08|a10|a14,a14,a07|a08|a10
2851,s02851,s02851,s02851
2852,s02852,s02852,s02852
2853,a07|a08|a10,s02853,a07|a08|a10
2854,a07,s02854,a07
2855,a14,a14,s02855
2856,s02856,s02856,s02856
2857,a14,a14,s02857
2858,a05|a14|a16,a05|a14|a16,s02858
2859,s02859,s02859,s02859
2860,s02860,s02860,s02860
2861,a05,a05,s02861
2862,s02862,s02862,s02862
2863,a05|a07|a10|a16,a05|a16,a07|a10
2864,a05|a14,a05|a14,s02864
2865,a07|a08|a10|a14,a14,a07|a08|a10
2866,a05|a14,a05|a14,s02866
2867,a05|a17|a19,a05|a17|a19,s02867
2868,a05,a05,s02868
2869,a16,a16,s02869
2870,s02870,s02870,s02870
2871,a05|a17,a05|a17,s02871
2872,s02872,s02872,s02872
2873,a14,a14,s02873
2874,a05|a14|a16,a05|a14|a16,s02874
2875,a14|a21,a14|a21,s02875
2876,a05|a14|a16,a05|a14|a16,s02876
2877,a05|a08|a14|a17,a05|a14|a17,a08
2878,a05|a36,a05|a36,s02878
2879,a14,a14,s02879
2880,a01|a05,a01|a05,s02880
2881,a05|a14,a05|a14,s02881
2882,s02882,s02882,s02882
2883,a05,a05,s02883
2884,s02884,s02884,s02884
2885,a05,a05,s02885
2886,a14,a14,s02886
2887,s02887,s02887,s02887
2888,a05|a16,a05|a16,s02888
2889,a05|a10|a14,a05|a14,a10
2890,a05|a17|a18,a05|a17|a18,s02890
2891,a17|a19,a17|a19,s02891
2892,a05|a17|a18,a05|a17|a18,s02892
2893,a01|a05,a01|a05,s02893
2894,a05|a14,a05|a14,s02894
2895,a14,a14,s02895
2896,a05,a05,s02896
2897,a05|a14|a17,a05|a14|a17,s02897
2898,s02898,s02898,s02898
2899,s02899,s02899,s02899
2900,a05|a14|a21,a05|a14|a21,s02900
2901,a14,a14,s02901
2902,a14,a14,s02902
2903,a07,s02903,a07
2904,s02904,s02904,s02904
2905,a05|a17,a05|a17,s02905
2906,a17|a19,a17|a19,s02906
2907,s02907,s02907,s02907
2908,s02908,s02908,s02908
2909,s02909,s02909,s02909
2910,s02910,s02910,s02910
2911,a05|a18,a05|a18,s02911
2912,a05|a36,a05|a36,s02912
2913,a16,a16,s02913
2914,a05|a17,a05|a17,s02914
2915,a05|a14,a05|a14,s02915
2916,a05|a14|a17|a41,a05|a14|a17|a41,s02916
2917,a07|a08|a10,s02917,a07|a08|a10
2918,s02918,s02918,s02918
2919,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
2920,a01|a05|a32,a01|a05|a32,s02920
2921,a05|a18,a05|a18,s02921
2922,s02922,s02922,s02922
2923,a03|a05|a17|a36,a03|a05|a17|a36,s02923
2924,s02924,s02924,s02924
2925,s02925,s02925,s02925
2926,s02926,s02926,s02926
2927,a05|a14,a05|a14,s02927
2928,a05|a14,a05|a14,s02928
2929,a05|a14,a05|a14,s02929
2930,s02930,s02930,s02930
2931,a05|a14,a05|a14,s02931
2932,a05,a05,s02932
2933,a05|a14,a05|a14,s02933
2934,s02934,s02934,s02934
2935,a05|a14|a17|a41,a05|a14|a17|a41,s02935
2936,a17,a17,s02936
2937,a05,a05,s02937
2938,a03|a05|a17|a36,a03|a05|a17|a36,s02938
2939,a08,s02939,a08
2940,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s02940
2941,a17|a18,a17|a18,s02941
2942,a05|a14|a16,a05|a14|a16,s02942
2943,a05|a17|a18,a05|a17|a18,s02943
2944,a05|a17,a05|a17,s02944
2945,a17|a18,a17|a18,s02945
2946,s02946,s02946,s02946
2947,s02947,s02947,s02947
2948,s02948,s02948,s02948
2949,a14,a14,s02949
2950,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s02950
2951,a05|a14|a17|a41,a05|a14|a17|a41,s02951
2952,a05|a17|a18,a05|a17|a18,s02952
2953,a14,a14,s02953
2954,a05|a14|a16,a05|a14|a16,s02954
2955,s02955,s02955,s02955
2956,a03|a05|a17|a36,a03|a05|a17|a36,s02956
2957,a14,a14,s02957
2958,a05|a14,a05|a14,s02958
2959,a05|a14,a05|a14,s02959
2960,a10|a14,a14,a10
2961,a05|a17,a05|a17,s02961
2962,a05|a14|a17,a05|a14|a17,s02962
2963,a01|a05,a01|a05,s02963
2964,s02964,s02964,s02964
2965,a05|a14|a21,a05|a14|a21,s02965
2966,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s02966
2967,a05|a14,a05|a14,s02967
2968,a05|a14,a05|a14,s02968
2969,s02969,s02969,s02969
2970,s02970,s02970,s02970
2971,s02971,s02971,s02971
2972,s02972,s02972,s02972
2973,a14|a21,a14|a21,s02973
2974,a05|a17,a05|a17,s02974
2975,s02975,s02975,s02975
2976,s02976,s02976,s02976
2977,a07|a08|a10|a14,a14,a07|a08|a10
2978,a05|a14,a05|a14,s02978
2979,a17|a18,a17|a18,s02979
2980,a14,a14,s02980
2981,a05,a05,s02981
2982,a05|a14|a17,a05|a14|a17,s02982
2983,a10|a14,a14,a10
2984,a05|a14,a05|a14,s02984
2985,s02985,s02985,s02985
2986,a14,a14,s02986
2987,a01|a05|a32,a01|a05|a32,s02987
2988,s02988,s02988,s02988
2989,s02989,s02989,s02989
2990,a05|a18,a05|a18,s02990
2991,a01|a05,a01|a05,s02991
2992,a05|a08|a14|a17,a05|a14|a17,a08
2993,s02993,s02993,s02993
2994,s02994,s02994,s02994
2995,a05|a14,a05|a14,s02995
2996,a05|a14|a36,a05|a14|a36,s02996
2997,a17|a19,a17|a19,s02997
2998,a03|a05|a17|a36,a03|a05|a17|a36,s02998
2999,a14,a14,s02999
3000,s03000,s03000,s03000
3001,a05|a14|a16,a05|a14|a16,s03001
3002,a05|a07|a10|a16,a05|a16,a07|a10
3003,a05,a05,s03003
3004,a14|a21,a14|a21,s03004
3005,a05|a17|a19,a05|a17|a19,s03005
3006,a05|a14|a16,a05|a14|a16,s03006
3007,s03007,s03007,s03007
3008,a05|a14,a05|a14,s03008
3009,s03009,s03009,s03009
3010,a05|a14,a05|a14,s03010
3011,a05|a14,a05|a14,s03011
3012,s03012,s03012,s03012
3013,a05,a05,s03013
3014,s03014,s03014,s03014
3015,a17|a19,a17|a19,s03015
3016,s03016,s03016,s03016
3017,a05|a14,a05|a14,s03017
3018,s03018,s03018,s03018
3019,a05|a14,a05|a14,s03019
3020,s03020,s03020,s03020
3021,a05|a17,a05|a17,s03021
3022,a01|a19,a01|a19,s03022
3023,a05|a14,a05|a14,s03023
3024,a05|a10|a14,a05|a14,a10
3025,a14,a14,s03025
3026,a05|a14|a16,a05|a14|a16,s03026
3027,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
3028,s03028,s03028,s03028
3029,a05|a17,a05|a17,s03029
3030,a14|a21,a14|a21,s03030
3031,a05|a14|a16,a05|a14|a16,s03031
3032,a17|a19,a17|a19,s03032
3033,a05|a17|a19,a05|a17|a19,s03033
3034,a05|a17,a05|a17,s03034
3035,s03035,s03035,s03035
3036,a16,a16,s03036
3037,a05|a17,a05|a17,s03037
3038,a03|a05|a17|a36,a03|a05|a17|a36,s03038
3039,a14,a14,s03039
3040,a05|a18,a05|a18,s03040
3041,a05|a19|a34,a05|a19|a34,s03041
3042,s03042,s03042,s03042
3043,s03043,s03043,s03043
3044,a07|a08|a10,s03044,a07|a08|a10
3045,a16,a16,s03045
3046,s03046,s03046,s03046
3047,a05|a14|a16,a05|a14|a16,s03047
3048,s03048,s03048,s03048
3049,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s03049
3050,a05|a14|a36,a05|a14|a36,s03050
3051,a05|a14|a16,a05|a14|a16,s03051
3052,a01|a05|a14|a17|a23|a41,a01|a05|a14|a17|a23|a41,s03052
3053,a05|a14,a05|a14,s03053
3054,s03054,s03054,s03054
3055,a17|a19,a17|a19,s03055
3056,a05|a08|a10|a14,a05|a14,a08|a10
3057,a07|a08|a10|a14,a14,a07|a08|a10
3058,s03058,s03058,s03058
3059,s03059,s03059,s03059
3060,s03060,s03060,s03060
3061,a05|a14,a05|a14,s03061
3062,a05|a17|a19,a05|a17|a19,s03062
3063,a07,s03063,a07
3064,a05|a14|a16,a05|a14|a16,s03064
3065,s03065,s03065,s03065
3066,a14,a14,s03066
3067,s03067,s03067,s03067
3068,a05|a14,a05|a14,s03068
3069,s03069,s03069,s03069
3070,s03070,s03070,s03070
3071,a05|a14,a05|a14,s03071
3072,a05|a14|a16,a05|a14|a16,s03072
3073,a17,a17,s03073
3074,a05|a08|a14|a17,a05|a14|a17,a08
3075,a05|a17,a05|a17,s03075
3076,s03076,s03076,s03076
3077,a05|a08|a10|a14,a05|a14,a08|a10
3078,s03078,s03078,s03078
3079,s03079,s03079,s03079
3080,s03080,s03080,s03080
3081,a05|a14|a16,a05|a14|a16,s03081
3082,a17|a18,a17|a18,s03082
3083,a05|a17,a05|a17,s03083
3084,a05|a07|a10|a16,a05|a16,a07|a10
3085,s03085,s03085,s03085
3086,a14,a14,s03086
3087,a05|a08|a14|a17,a05|a14|a17,a08
3088,s03088,s03088,s03088
3089,a05|a14|a16,a05|a14|a16,s03089
3090,s03090,s03090,s03090
3091,a05|a14,a05|a14,s03091
3092,s03092,s03092,s03092
3093,a05|a14|a17|a41,a05|a14|a17|a41,s03093
3094,a05|a14,a05|a14,s03094
3095,s03095,s03095,s03095
3096,a05|a36,a05|a36,s03096
3097,a01|a05|a07|a08|a10|a14|a17,a01|a05|a14|a17,a07|a08|a10
3098,s03098,s03098,s03098
3099,s03099,s03099,s03099
3100,s03100,s03100,s03100
3101,a07|a08|a10,s03101,a07|a08|a10
3102,a05,a05,s03102
3103,a05|a14,a05|a14,s03103
3104,s03104,s03104,s03104
3105,a05|a17,a05|a17,s03105
3106,s03106,s03106,s03106
3107,a01|a05|a32,a01|a05|a32,s03107
3108,a05,a05,s03108
3109,a05|a07|a10|a16,a05|a16,a07|a10
3110,a07|a08|a10,s03110,a07|a08|a10
3111,s03111,s03111,s03111
3112,a05|a14|a16,a05|a14|a16,s03112
3113,s03113,s03113,s03113
3114,a05|a14,a05|a14,s03114
3115,s03115,s03115,s03115
3116,a05|a10|a14,a05|a14,a10
3117,a01|a19,a01|a19,s03117
3118,a05|a14|a16,a05|a14|a16,s03118
3119,s03119,s03119,s03119
3120,a05|a08|a14|a17,a05|a14|a17,a08
3121,a05|a14|a16,a05|a14|a16,s03121
3122,s03122,s03122,s03122
3123,s03123,s03123,s03123
3124,s03124,s03124,s03124
3125,s03125,s03125,s03125
3126,a05|a07|a10|a16,a05|a16,a07|a10
3127,s03127,s03127,s03127
3128,a17|a18,a17|a18,s03128
3129,a05,a05,s03129
3130,a05|a14,a05|a14,s03130
3131,a16,a16,s03131
3132,a05|a16,a05|a16,s03132
3133,s03133,s03133,s03133
3134,a01|a05|a32,a01|a05|a32,s03134
3135,s03135,s03135,s03135
3136,a05|a19|a34,a05|a19|a34,s03136
3137,a05|a14,a05|a14,s03137
3138,a05|a17,a05|a17,s03138
3139,a07|a08|a10,s03139,a07|a08|a10
3140,a03|a05|a17|a36,a03|a05|a17|a36,s03140
3141,a05|a18,a05|a18,s03141
3142,a05,a05,s03142
3143,a05|a14,a05|a14,s03143
3144,s03144,s03144,s03144
3145,s03145,s03145,s03145
3146,a05|a18,a05|a18,s03146
3147,a05|a07|a10|a16,a05|a16,a07|a10
3148,a14,a14,s03148
3149,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s03149
3150,s03150,s03150,s03150
3151,a14|a21,a14|a21,s03151
3152,a05|a14|a21,a05|a14|a21,s03152
3153,a05|a36,a05|a36,s03153
3154,a05|a14|a17,a05|a14|a17,s03154
3155,a05|a10|a14,a05|a14,a10
3156,a05,a05,s03156
3157,a03|a05|a17|a36,a03|a05|a17|a36,s03157
3158,a16,a16,s03158
3159,s03159,s03159,s03159
3160,a05|a17|a36,a05|a17|a36,s03160
3161,a08,s03161,a08
3162,a01|a05,a01|a05,s03162
3163,a17|a18,a17|a18,s03163
3164,a05|a14,a05|a14,s03164
3165,a05|a07|a10|a16,a05|a16,a07|a10
3166,a05|a17,a05|a17,s03166
3167,s03167,s03167,s03167
3168,s03168,s03168,s03168
3169,a05|a19|a34,a05|a19|a34,s03169
3170,a05,a05,s03170
3171,s03171,s03171,s03171
3172,s03172,s03172,s03172
3173,a17,a17,s03173
3174,a14,a14,s03174
3175,a05|a14,a05|a14,s03175
3176,a05,a05,s03176
3177,a17|a18,a17|a18,s03177
3178,a05|a14|a16,a05|a14|a16,s03178
3179,a05|a17|a36,a05|a17|a36,s03179
3180,a05|a14|a16,a05|a14|a16,s03180
3181,a05,a05,s03181
3182,a08,s03182,a08
3183,a14,a14,s03183
3184,a05|a14|a17,a05|a14|a17,s03184
3185,a05,a05,s03185
3186,a05|a14|a16,a05|a14|a16,s03186
3187,s03187,s03187,s03187
3188,s03188,s03188,s03188
3189,s03189,s03189,s03189
3190,a05|a14|a16,a05|a14|a16,s03190
3191,a16,a16,s03191
3192,s03192,s03192,s03192
3193,a05|a17,a05|a17,s03193
3194,a05|a14|a21,a05|a14|a21,s03194
3195,s03195,s03195,s03195
3196,a05|a14|a16,a05|a14|a16,s03196
3197,a05,a05,s03197
3198,a05|a17,a05|a17,s03198
3199,a03|a05|a17|a36,a03|a05|a17|a36,s03199
3200,s03200,s03200,s03200
3201,s03201,s03201,s03201
3202,s03202,s03202,s03202
3203,s03203,s03203,s03203
3204,s03204,s03204,s03204
3205,a05|a14|a21,a05|a14|a21,s03205
3206,a05,a05,s03206
3207,s03207,s03207,s03207
3208,a05|a07|a10|a16,a05|a16,a07|a10
3209,a17|a18,a17|a18,s03209
3210,s03210,s03210,s03210
3211,a05|a17|a36,a05|a17|a36,s03211
3212,a05|a14|a36,a05|a14|a36,s03212
3213,a17|a19,a17|a19,s03213
3214,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s03214
3215,a05|a14|a16,a05|a14|a16,s03215
3216,a05|a08|a10|a14,a05|a14,a08|a10
3217,s03217,s03217,s03217
3218,a05|a17,a05|a17,s03218
3219,s03219,s03219,s03219
3220,s03220,s03220,s03220
3221,a05,a05,s03221
3222,a17|a18,a17|a18,s03222
3223,a05|a14|a16,a05|a14|a16,s03223
3224,a01|a05,a01|a05,s03224
3225,a05|a17,a05|a17,s03225
3226,s03226,s03226,s03226
3227,a05|a16,a05|a16,s03227
3228,s03228,s03228,s03228
3229,a10|a14,a14,a10
3230,a05|a14|a16,a05|a14|a16,s03230
3231,a05,a05,s03231
3232,a05|a16,a05|a16,s03232
3233,a16,a16,s03233
3234,a05,a05,s03234
3235,a05|a17,a05|a17,s03235
3236,s03236,s03236,s03236
3237,s03237,s03237,s03237
3238,s03238,s03238,s03238
3239,s03239,s03239,s03239
3240,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s03240
3241,s03241,s03241,s03241
3242,a05|a17,a05|a17,s03242
3243,a05,a05,s03243
3244,a05|a17,a05|a17,s03244
3245,a07|a08|a10|a14,a14,a07|a08|a10
3246,a17,a17,s03246
3247,a05,a05,s03247
3248,a05|a14,a05|a14,s03248
3249,s03249,s03249,s03249
3250,a05|a14,a05|a14,s03250
3251,s03251,s03251,s03251
3252,s03252,s03252,s03252
3253,a05|a14|a16,a05|a14|a16,s03253
3254,s03254,s03254,s03254
3255,s03255,s03255,s03255
3256,a05|a14,a05|a14,s03256
3257,a17,a17,s03257
3258,a05|a08|a14|a17,a05|a14|a17,a08
3259,s03259,s03259,s03259
3260,s03260,s03260,s03260
3261,a05|a17|a18,a05|a17|a18,s03261
3262,a05|a07|a10|a16,a05|a16,a07|a10
3263,a01|a05,a01|a05,s03263
3264,a05|a07|a10|a16,a05|a16,a07|a10
3265,a05|a08|a14|a17,a05|a14|a17,a08
3266,s03266,s03266,s03266
3267,a05|a14|a16|a17|a22,a05|a14|a16|a17|a22,s03267
3268,s03268,s03268,s03268
3269,s03269,s03269,s03269
3270,a14,a14,s03270
3271,s03271,s03271,s03271
3272,s03272,s03272,s03272
3273,a05|a14|a41,a05|a14|a41,s03273
3274,a07|a08|a10,s03274,a07|a08|a10
3275,s03275,s03275,s03275
3276,s03276,s03276,s03276
3277,s03277,s03277,s03277
3278,s03278,s03278,s03278
3279,s03279,s03279,s03279
3280,a05,a05,s03280
3281,a05|a19|a34,a05|a19|a34,s03281
3282,a01|a19,a01|a19,s03282
3283,a05|a14|a17,a05|a14|a17,s03283
3284,a05,a05,s03284
3285,a01|a05|a32,a01|a05|a32,s03285
3286,a01|a05|a32,a01|a05|a32,s03286
3287,a05|a10|a14,a05|a14,a10
3288,s03288,s03288,s03288
3289,s03289,s03289,s03289
3290,a05|a14,a05|a14,s03290
3291,s03291,s03291,s03291
3292,s03292,s03292,s03292
3293,a05|a14|a17|a41,a05|a14|a17|a41,s03293
3294,a17|a19,a17|a19,s03294
3295,a14,a14,s03295
3296,a01|a05,a01|a05,s03296
3297,s03297,s03297,s03297
3298,a14|a21,a14|a21,s03298
3299,s03299,s03299,s03299
3300,a05|a08|a14|a17,a05|a14|a17,a08
3301,a05|a16,a05|a16,s03301
3302,a05|a14,a05|a14,s03302
3303,a05|a10|a14,a05|a14,a10
3304,a05,a05,s03304
3305,a05|a14|a16,a05|a14|a16,s03305
3306,a07|a08|a10|a14,a14,a07|a08|a10
3307,a17|a19,a17|a19,s03307
3308,a03|a05|a17|a36,a03|a05|a17|a36,s03308
3309,a16,a16,s03309
3310,s03310,s03310,s03310
3311,s03311,s03311,s03311
3312,a05|a14|a21,a05|a14|a21,s03312
3313,s03313,s03313,s03313
3314,a05|a14|a16,a05|a14|a16,s03314
3315,a05|a14|a16,a05|a14|a16,s03315
3316,a16,a16,s03316
3317,s03317,s03317,s03317
3318,a01|a05|a32,a01|a05|a32,s03318
3319,a05|a14,a05|a14,s03319
3320,a05|a14|a17|a41,a05|a14|a17|a41,s03320
3321,a05|a14|a41,a05|a14|a41,s03321
3322,s03322,s03322,s03322
3323,a05|a14,a05|a14,s03323
3324,a05|a14,a05|a14,s03324
3325,s03325,s03325,s03325
3326,a07|a08|a10|a14,a14,a07|a08|a10
3327,a14,a14,s03327
3328,a05|a14,a05|a14,s03328
3329,a05|a08|a10|a14,a05|a14,a08|a10
3330,a05|a17,a05|a17,s03330
3331,a17|a19,a17|a19,s03331
3332,s03332,s03332,s03332
3333,s03333,s03333,s03333
3334,s03334,s03334,s03334
3335,a05|a19|a34,a05|a19|a34,s03335
3336,a08,s03336,a08
3337,a05|a17|a19,a05|a17|a19,s03337
3338,a05|a14|a16,a05|a14|a16,s03338
3339,s03339,s03339,s03339
3340,a14,a14,s03340
3341,s03341,s03341,s03341
3342,a05,a05,s03342
3343,a14,a14,s03343
3344,s03344,s03344,s03344
