egoid,apps_all
7919,a05
7920,a05|a14
7921,a07|a08
7922,a05|a14
7923,a05|a14
7924,s07924
7925,s07925
7926,a07|a08
7927,s07927
7928,s07928
7929,a05
7930,a14
7931,a05
7932,s07932
7933,a05
7934,a07|a08
7935,a05|a14
7936,a07|a08|a10|a14
7937,a01|a05|a14
7938,s07938
7939,a05
7940,a23
7941,a05
7942,a07|a08
7943,a05
7944,s07944
7945,a07
7946,a05|a14
7947,a05|a10|a14
7948,s07948
7949,s07949
7950,a07
7951,a05|a14
7952,a08|a14
7953,s07953
7954,a05|a14
7955,a05|a14
7956,a07
7957,a05
7958,a05|a14
7959,a07|a10
7960,s07960
7961,a05
7962,a09|a16|a34|a46
7963,a05|a17|a19|a32
7964,a05|a14|a17
7965,a05
7966,s07966
7967,s07967
7968,a01
7969,s07969
7970,s07970
7971,a01|a03|a05|a19|a25
7972,a05|a07
7973,a03
7974,a05|a14
7975,a05|a17|a19|a32
7976,s07976
7977,a05|a14|a17
7978,a01|a05|a09|a10
7979,a02|a03|a05|a06
7980,a01|a05|a19
7981,a05
7982,a05|a12|a14|a16|a34|a41
7983,s07983
7984,a14
7985,a05|a14
7986,a05|a17|a19|a32
7987,a05|a07|a10
7988,s07988
7989,a05|a07|a08|a10|a14
7990,a05|a17
7991,s07991
7992,a05|a11|a24
7993,a05|a10|a14|a17
7994,a01
7995,a01
7996,a05|a12|a14|a16|a34|a41
7997,s07997
7998,a05|a14|a17|a18|a32
7999,s07999
8000,a05|a10|a14|a17
8001,s08001
8002,s08002
8003,a12
8004,a01|a05|a14|a16
8005,s08005
8006,s08006
8007,a05|a14|a16|a17|a21|a34|a41
8008,a16|a17|a18
8009,s08009
8010,a06|a07|a08|a40
8011,a05
8012,s08012
8013,a14|a51
8014,a01|a05
8015,s08015
8016,a05
8017,a05|a12|a14|a16|a34|a41
8018,s08018
8019,s08019
8020,a05|a14|a17|a18|a32
8021,s08021
8022,s08022
8023,s08023
8024,a05|a17|a19|a32
8025,a05
8026,s08026
8027,s08027
8028,s08028
8029,a14|a51
8030,a05|a07
8031,s08031
8032,a05
8033,s08033
8034,a14|a41
8035,a05
8036,a05|a14|a16|a17|a21|a34|a41
8037,a05|a14|a17
8038,a05
8039,a05|a14|a17|a18|a32
8040,a05|a14|a16|a17|a21|a34|a41
8041,a05|a14
8042,a05|a14|a17
8043,s08043
8044,s08044
8045,a05|a14
8046,a01|a05
8047,a01|a19
8048,a01|a07|a08
8049,s08049
8050,a01|a05|a06|a07|a08|a09|a40
8051,a12
8052,s08052
8053,a05
8054,a14|a51
8055,a05
8056,a07
8057,a14
8058,a05
8059,s08059
8060,s08060
8061,a03
8062,a05|a07|a08|a10|a14
8063,a05|a07
8064,a05|a14
8065,s08065
8066,a09|a11
8067,a05|a07|a08|a10|a14
8068,a05|a16
8069,a01|a05|a14|a16
8070,s08070
8071,a05|a07
8072,a05
8073,s08073
8074,s08074
8075,a05|a14|a17|a18|a32
8076,a07
8077,s08077
8078,s08078
8079,a05|a14|a17|a18|a32
8080,s08080
8081,a05|a14
8082,a05|a14|a17|a18|a32
8083,a05|a07|a08|a10|a14
8084,a05|a07
8085,a01|a05
8086,a05|a14|a17|a18|a32
8087,a14|a41
8088,a01
8089,s08089
8090,s08090
8091,a05
8092,a16|a17|a18
8093,a07
8094,a05|a07
8095,a05
8096,a14
8097,a09|a11
8098,a05
8099,a05
8100,a09|a16|a34|a46
8101,a02|a03|a05|a06
8102,a16|a17|a18
8103,a05|a14
8104,s08104
8105,a14
8106,s08106
8107,a05
8108,a05|a07|a08|a10|a50
8109,a01|a05|a14|a16
8110,a05|a14
8111,a05|a14
8112,a01|a07|a08
8113,s08113
8114,a01
8115,a05
8116,a05
8117,a14
8118,a07
8119,s08119
8120,a01|a05|a19
8121,a05|a14
8122,a16|a17|a18
8123,s08123
8124,s08124
8125,a05
8126,a05
8127,s08127
8128,s08128
8129,s08129
8130,a01|a19
8131,s08131
8132,a09|a16|a34|a46
8133,a01|a05|a14|a16
8134,s08134
8135,a05|a14
8136,s08136
8137,a05
8138,a07
8139,a01|a05|a09|a10
8140,a01
8141,a01|a05|a19
8142,a01
8143,a05
8144,a05
8145,s08145
8146,a05
8147,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8148,a01|a03|a05|a19|a25
8149,a01
8150,s08150
8151,s08151
8152,s08152
8153,s08153
8154,a05|a07|a08|a10|a14
8155,a01|a07|a13|a25
8156,a05
8157,s08157
8158,a05|a07
8159,a02|a07
8160,a06|a07|a08|a40
8161,s08161
8162,s08162
8163,a05|a14
8164,a05
8165,a01
8166,a01|a05
8167,a05
8168,a05|a14
8169,s08169
8170,a05
8171,a01|a05|a07|a14|a16|a23
8172,a05
8173,a05
8174,s08174
8175,a01
8176,a01|a07|a13|a25
8177,a05|a14|a17
8178,s08178
8179,s08179
8180,a01|a05|a07|a09|a17|a18|a19|a22|a23
8181,a01|a05
8182,a05|a14|a17|a18|a32
8183,a09|a11
8184,a05|a07|a08|a10|a14
8185,a05|a34
8186,a01|a07|a13|a25
8187,s08187
8188,a05|a14|a17
8189,s08189
8190,a01|a05|a19
8191,a05
8192,a05|a14|a16|a17|a21|a34|a41
8193,s08193
8194,a05
8195,s08195
8196,s08196
8197,a05|a10|a14|a17
8198,a01|a19
8199,a05|a14|a17
8200,s08200
8201,a05
8202,a01|a05
8203,a01|a07|a13|a25
8204,a05
8205,a05
8206,a05
8207,a05|a07
8208,a05|a14|a17
8209,a02|a03|a05|a06
8210,a02|a03|a05|a06
8211,a05|a11|a24
8212,a01
8213,a05|a11|a24
8214,s08214
8215,a05|a07|a14|a17
8216,a01
8217,s08217
8218,a05|a14|a17|a18|a32
8219,a02|a03|a05|a06
8220,a05
8221,a05
8222,s08222
8223,a43
8224,a14
8225,a05|a14
8226,s08226
8227,s08227
8228,a05|a17
8229,a05|a07|a08|a10|a14
8230,a05|a07|a08|a10|a50
8231,s08231
8232,s08232
8233,a05
8234,a09|a16|a34|a46
8235,s08235
8236,s08236
8237,a01
8238,a05
8239,s08239
8240,a01|a05
8241,a01|a05|a06|a07|a08|a09|a40
8242,s08242
8243,a01|a05|a14
8244,a05|a12|a14|a16|a34|a41
8245,a03
8246,a05
8247,a01|a05|a19
8248,a01|a03|a05|a19|a25
8249,a05
8250,a05
8251,s08251
8252,a05|a07|a08|a10|a14
8253,a05|a14
8254,a14|a41
8255,a01|a05|a07|a14|a16|a23
8256,s08256
8257,a14|a41
8258,a06|a07|a08|a40
8259,s08259
8260,a05
8261,a05|a17
8262,a07
8263,s08263
8264,a43
8265,a05
8266,a05
8267,a16|a17|a18
8268,a05
8269,s08269
8270,a01|a05|a19
8271,s08271
8272,a05|a07
8273,a05|a11|a24
8274,a05|a12|a14|a16|a34|a41
8275,a05|a12|a14|a16|a34|a41
8276,a05
8277,a01|a05
8278,a05
8279,a05
8280,a05|a34
8281,a01|a05|a07|a14|a16|a23
8282,s08282
8283,a05
8284,a05
8285,s08285
8286,a05|a14
8287,a16|a17|a18
8288,a01
8289,a01|a05|a07|a14|a16|a23
8290,a05|a17|a19|a32
8291,s08291
8292,s08292
8293,a01|a07|a08
8294,a05|a07
8295,a05|a07|a14|a17
8296,a05
8297,a05|a14
8298,s08298
8299,s08299
8300,a05|a16
8301,a05
8302,a05
8303,a01|a05|a14|a16
8304,a01|a19
8305,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8306,s08306
8307,s08307
8308,a05|a14|a16|a17|a21|a34|a41
8309,s08309
8310,a01|a05|a07|a14|a16|a23
8311,a01|a05|a14
8312,a05|a14|a17
8313,a01|a05
8314,s08314
8315,a05
8316,s08316
8317,s08317
8318,s08318
8319,s08319
8320,a05|a14|a17|a18|a32
8321,s08321
8322,s08322
8323,a05|a14
8324,a05
8325,a05
8326,a05
8327,a05
8328,a09|a11
8329,a16|a17|a18
8330,a16|a17|a18
8331,s08331
8332,a05
8333,a05|a17|a19|a32
8334,a05|a16
8335,a05|a07
8336,a05
8337,s08337
8338,s08338
8339,a01|a05|a14
8340,a05|a10|a14|a17
8341,a05
8342,a01|a05|a06|a07|a08|a09|a40
8343,a09|a11
8344,s08344
8345,a01|a07|a08
8346,a05
8347,a05
8348,a05|a14|a16|a17|a21|a34|a41
8349,a14|a41
8350,a05|a16
8351,s08351
8352,a14
8353,a14|a51
8354,a05
8355,a05|a07|a08|a10|a14
8356,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8357,a01|a03|a05|a19|a25
8358,a01|a19
8359,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8360,a05
8361,a14|a51
8362,a05|a07
8363,a01|a05|a06|a07|a08|a09|a40
8364,s08364
8365,s08365
8366,a14
8367,s08367
8368,a05
8369,s08369
8370,s08370
8371,a05|a07|a10
8372,a05|a17|a19|a32
8373,a01|a05|a14|a16
8374,s08374
8375,a05
8376,s08376
8377,a05|a14|a17
8378,a05
8379,s08379
8380,a01|a05|a19
8381,s08381
8382,a05|a14
8383,a07
8384,a05|a07|a08|a10|a14
8385,a05
8386,a05
8387,a01|a05|a07|a14|a16|a23
8388,a05|a07
8389,a05|a14|a16|a17|a21|a34|a41
8390,a05|a07
8391,s08391
8392,a14|a41
8393,s08393
8394,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8395,s08395
8396,s08396
8397,a01|a07|a08
8398,s08398
8399,a05
8400,a05|a07|a14|a17
8401,s08401
8402,a01
8403,a01|a05|a07
8404,a05
8405,a05
8406,s08406
8407,a05|a07|a10
8408,a07
8409,s08409
8410,a01|a05|a06|a07|a08|a09|a40
8411,s08411
8412,a05|a07|a10
8413,a05
8414,s08414
8415,a05
8416,a05|a14
8417,a05
8418,a05|a14
8419,a02|a07
8420,a01|a05|a14
8421,a05
8422,a01|a05
8423,a05
8424,a05
8425,s08425
8426,a05|a16
8427,a05
8428,s08428
8429,a09|a11
8430,a05
8431,s08431
8432,a05|a14|a17|a18|a32
8433,a01
8434,s08434
8435,a14|a41
8436,a14|a41
8437,a43
8438,a06|a07|a08|a40
8439,a05
8440,a05
8441,a05
8442,a05
8443,a05|a14
8444,s08444
8445,a01|a05
8446,a12
8447,s08447
8448,a05
8449,s08449
8450,a01|a05|a19
8451,a07
8452,s08452
8453,s08453
8454,a05|a07|a08|a10|a50
8455,s08455
8456,s08456
8457,s08457
8458,s08458
8459,a07
8460,s08460
8461,a05|a07
8462,a01|a03|a05|a19|a25
8463,a05|a14|a16|a17|a21|a34|a41
8464,a05
8465,a05|a34
8466,a16|a17|a18
8467,a05
8468,s08468
8469,a01
8470,a01|a19
8471,s08471
8472,s08472
8473,s08473
8474,s08474
8475,a01|a07|a08
8476,a05
8477,a05|a14
8478,s08478
8479,a05
8480,a01
8481,a01
8482,a05|a14
8483,a05|a34
8484,s08484
8485,s08485
8486,s08486
8487,a01|a07|a08
8488,a01|a05
8489,a01|a05|a09|a10
8490,s08490
8491,a12
8492,a43
8493,a05
8494,a05|a14
8495,a05|a14
8496,a06|a07|a08|a40
8497,a01
8498,a05
8499,a05|a07|a14|a17
8500,s08500
8501,a05
8502,a05|a07|a08|a10|a14
8503,s08503
8504,a14
8505,a05
8506,s08506
8507,a05
8508,s08508
8509,a01|a07|a08
8510,s08510
8511,a43
8512,a05
8513,a05|a16
8514,a01
8515,s08515
8516,a05
8517,s08517
8518,s08518
8519,a05
8520,a05|a14|a17
8521,s08521
8522,a01|a07|a08
8523,s08523
8524,a05
8525,s08525
8526,s08526
8527,a05
8528,a07
8529,s08529
8530,a01
8531,a05|a07
8532,a05|a14|a17
8533,s08533
8534,a05
8535,a12
8536,a05
8537,a05
8538,a07
8539,s08539
8540,s08540
8541,a05|a07|a08|a10|a14
8542,a05|a17
8543,a02|a03|a05|a06
8544,s08544
8545,a05
8546,a05
8547,a05|a14
8548,a05
8549,a05|a14
8550,s08550
8551,a01
8552,a05|a34
8553,s08553
8554,a07
8555,a06|a07|a08|a40
8556,s08556
8557,s08557
8558,a05|a17
8559,a01|a05|a06|a07|a08|a09|a40
8560,a14|a51
8561,a14|a41
8562,a01|a05|a07|a09|a17|a18|a19|a22|a23
8563,a05
8564,s08564
8565,a14|a51
8566,s08566
8567,a01|a05|a07|a14|a16|a23
8568,a06|a07|a08|a40
8569,s08569
8570,a16|a17|a18
8571,a14
8572,a01|a05|a19
8573,a05|a07|a10
8574,s08574
8575,s08575
8576,a43
8577,a14
8578,s08578
8579,a05|a07
8580,a05|a12|a14|a16|a34|a41
8581,a02|a03|a05|a06
8582,s08582
8583,a05|a10|a14|a17
8584,a01|a05|a07
8585,a05
8586,s08586
8587,a05
8588,a05|a07
8589,a05|a14
8590,a14|a41
8591,s08591
8592,a05
8593,a05|a17|a19|a32
8594,s08594
8595,a43
8596,a05|a07|a14|a17
8597,a05|a34
8598,a05|a07
8599,a06|a07|a08|a40
8600,a01
8601,a05
8602,a01|a05|a06|a07|a08|a09|a40
8603,s08603
8604,a05
8605,s08605
8606,a01
8607,a01|a05|a19
8608,a05
8609,a05
8610,s08610
8611,a05|a14
8612,a05
8613,s08613
8614,a01|a05
8615,a05
8616,a05
8617,a01
8618,a02|a03|a05|a06
8619,a05|a07|a14|a17
8620,a05
8621,a05
8622,a09|a11
8623,a05
8624,s08624
8625,s08625
8626,s08626
8627,s08627
8628,s08628
8629,a05|a14
8630,a14|a51
8631,a05|a14|a17|a18|a32
8632,a05|a07|a14|a17
8633,s08633
8634,s08634
8635,s08635
8636,a01
8637,a05|a34
8638,s08638
8639,a05
8640,s08640
8641,a05|a16
8642,a12
8643,a05
8644,a14
8645,a05
8646,a01|a05
8647,s08647
8648,a05|a14|a17
8649,a05|a07
8650,a14|a41
8651,a14
8652,s08652
8653,s08653
8654,a06|a07|a08|a40
8655,a05
8656,a05
8657,s08657
8658,s08658
8659,a05|a07
8660,a05|a14
8661,s08661
8662,s08662
8663,a43
8664,a01
8665,a01|a07|a08
8666,s08666
8667,s08667
8668,s08668
8669,s08669
8670,a05
8671,s08671
8672,s08672
8673,s08673
8674,a01|a03|a05|a19|a25
8675,s08675
8676,a05
8677,s08677
8678,a02|a07
8679,a01|a07|a13|a25
8680,a01
8681,s08681
8682,a05|a11|a24
8683,s08683
8684,a05|a14
8685,a05
8686,a01
8687,a05|a14|a17|a18|a32
8688,a05|a07|a10
8689,a14
8690,a05|a07|a10
8691,a07
8692,a05|a10|a14|a17
8693,a01|a07|a13|a25
8694,a05|a07|a08|a10|a14
8695,s08695
8696,a05
8697,s08697
8698,s08698
8699,a09|a16|a34|a46
8700,a03
8701,s08701
8702,a01
8703,s08703
8704,s08704
8705,s08705
8706,a05|a16
8707,s08707
8708,a05
8709,s08709
8710,a05|a07|a14|a17
8711,a05
8712,s08712
8713,a05|a07
8714,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8715,s08715
8716,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
8717,s08717
8718,a05|a07|a10
8719,a01|a05|a09|a10
8720,s08720
8721,a05|a14
8722,a05
8723,s08723
8724,a05|a14
8725,a05|a14|a17|a18|a32
8726,a05
8727,s08727
8728,a07
8729,a05|a14
8730,a01|a05|a09|a10
8731,a05
8732,a09|a11
8733,a05|a17|a19|a32
8734,a05
8735,s08735
8736,a01|a05
8737,a05|a17|a19|a32
8738,a07
8739,s08739
8740,a05
8741,a05
8742,s08742
8743,a05
8744,a14|a51
8745,a05
8746,a05|a17|a19|a32
8747,a05|a07|a14|a17
8748,a05
8749,a01|a05
8750,a07
8751,s08751
8752,s08752
8753,s08753
8754,s08754
8755,a16|a17|a18
8756,a07
8757,a05
8758,s08758
8759,a05
8760,a07
8761,s08761
8762,a01|a07|a13|a25
8763,a05|a07|a08|a10|a14
8764,a05|a07
8765,a01|a05|a09|a10
8766,a01
8767,a03
8768,a05
8769,a01|a05|a07|a14|a16|a23
8770,a05
8771,s08771
8772,a16|a17|a18
8773,s08773
8774,a05
8775,s08775
8776,a01|a07|a08
8777,a05|a14|a16|a17|a21|a34|a41
8778,s08778
8779,a02|a07
8780,a16|a17|a18
8781,a05
8782,a05|a14
8783,a05|a11|a24
8784,s08784
8785,s08785
8786,a05
8787,s08787
8788,s08788
8789,a05
8790,a05
8791,a05
8792,a05
8793,a07
8794,s08794
8795,s08795
8796,s08796
8797,s08797
8798,s08798
8799,a05
8800,a05
8801,a01
8802,a01
8803,a05
8804,a05
8805,s08805
8806,s08806
8807,s08807
8808,a01|a03|a05|a19|a25
8809,a01|a05|a07|a14|a16|a23
8810,a05|a07
8811,a01|a05
8812,s08812
8813,s08813
8814,s08814
8815,a05|a07|a10
8816,a09|a11
8817,s08817
8818,a05
8819,s08819
8820,a05
8821,a05|a07|a10
8822,s08822
8823,a05|a14|a17
8824,a01|a05|a19
8825,a06|a07|a08|a40
8826,a01|a05
8827,a05
8828,s08828
8829,s08829
8830,s08830
8831,a05
8832,a01|a05|a14|a16
8833,a05|a17
8834,s08834
8835,a14
8836,a05|a14|a16|a17|a21|a34|a41
8837,a02|a03|a05|a06
8838,s08838
8839,a05
8840,a05|a14
8841,a01|a05
8842,a05
8843,a03
8844,a02|a03|a05|a06
8845,s08845
8846,s08846
8847,a02|a03|a05|a06
8848,s08848
8849,a05|a14|a17
8850,s08850
8851,a05|a07|a08|a10|a14
8852,a03
8853,s08853
8854,a01|a05
8855,a05
8856,s08856
8857,a01
8858,a01|a19
8859,a01|a05|a09|a10
8860,a05|a07|a08|a10|a14
8861,a01
8862,s08862
8863,a05|a14
8864,a05
8865,a05|a07|a08|a10|a14
8866,a05
8867,s08867
8868,a01|a05|a07|a09|a17|a18|a19|a22|a23
8869,a01
8870,a07
8871,a05
8872,a05
8873,a05|a07|a14|a17
8874,s08874
8875,a05|a34
8876,s08876
8877,a02|a03|a05|a06
8878,s08878
8879,s08879
8880,a01|a03|a05|a19|a25
8881,a05|a12|a14|a16|a34|a41
8882,a05
8883,a05
8884,s08884
8885,a05|a07|a08|a10|a14
8886,s08886
8887,a07
8888,a05|a07|a14|a17
8889,a05|a07|a08|a10|a14
8890,a05
8891,a01
8892,s08892
8893,a03
8894,a05|a07|a08|a10|a14
8895,s08895
8896,s08896
8897,a05|a14|a17|a18|a32
8898,a05|a07
8899,a05|a07
8900,a01|a05|a07|a14|a16|a23
8901,a05|a07|a08|a10|a14
8902,a05|a14
8903,a02|a03|a05|a06
8904,a01|a05|a07|a14|a16|a23
8905,a05
8906,a01|a05|a09|a10
8907,s08907
8908,a05
8909,a05|a14
8910,a05
8911,a05
8912,s08912
8913,a05|a12|a14|a16|a34|a41
8914,a03
8915,s08915
8916,s08916
8917,a06|a07|a08|a40
8918,s08918
8919,s08919
8920,a05|a07|a08|a10|a14
8921,s08921
8922,a05
8923,a05
8924,s08924
8925,s08925
8926,a01|a07|a08
8927,a05|a14|a17
8928,a05
8929,s08929
8930,a05|a34
8931,a05|a07|a10
8932,a09|a11
8933,a07
8934,s08934
8935,s08935
8936,a05|a07|a08|a10|a14
8937,s08937
8938,a14|a41
8939,a01|a07|a08
8940,s08940
8941,a12
8942,a07
8943,a05
8944,a01|a05|a07|a09|a17|a18|a19|a22|a23
8945,s08945
8946,a05|a12|a14|a16|a34|a41
8947,a05|a14|a17|a18|a32
8948,a01|a03|a05|a19|a25
8949,a05|a10|a14|a17
8950,a05|a14
8951,a05|a14|a16|a17|a21|a34|a41
8952,a05|a07|a08|a10|a50
8953,s08953
8954,a02|a03|a05|a06
8955,a12
8956,s08956
8957,s08957
8958,a05
8959,a05|a14|a17|a18|a32
8960,s08960
8961,s08961
8962,a02|a03|a05|a06
8963,s08963
8964,a01|a05|a06|a07|a08|a09|a40
8965,a05|a14|a17|a18|a32
8966,a05|a14|a16|a17|a21|a34|a41
8967,a05
8968,a05|a07|a08|a10|a14
8969,a05|a10|a14|a17
8970,a05
8971,s08971
8972,a05
8973,a05|a12|a14|a16|a34|a41
8974,s08974
8975,a01|a05|a14
8976,s08976
8977,s08977
8978,a43
8979,a14
8980,s08980
8981,a05|a17
8982,a01
8983,a01
8984,a05
8985,a05
8986,s08986
8987,a01|a19
8988,a06|a07|a08|a40
8989,s08989
8990,a01
8991,a05|a17|a19|a32
8992,s08992
8993,a05|a07
8994,a05
8995,s08995
8996,a01|a19
8997,a05|a14
8998,s08998
8999,a01|a07|a08
9000,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
9001,a09|a16|a34|a46
9002,a12
9003,s09003
9004,a05|a07
9005,a05|a16
9006,a05|a07|a08|a10|a14
9007,a05
9008,s09008
9009,a02|a07
9010,a14
9011,a01|a03|a05|a19|a25
9012,a05|a14|a17
9013,a01|a19
9014,a01
9015,a05|a14|a17
9016,a01|a05
9017,a05|a12|a14|a16|a34|a41
9018,a01|a19
9019,s09019
9020,a05|a14|a17
9021,a05
9022,a01
9023,a05
9024,s09024
9025,a12
9026,s09026
9027,a05
9028,a05
9029,s09029
9030,a05|a07
9031,a05|a07|a10
9032,s09032
9033,a05|a34
9034,s09034
9035,s09035
9036,a09|a11
9037,s09037
9038,a05|a14|a16|a17|a21|a34|a41
9039,a05|a07|a08|a10|a50
9040,s09040
9041,a01|a07|a13|a25
9042,s09042
9043,s09043
9044,s09044
9045,a05|a07
9046,a07
9047,a05|a14|a17
9048,s09048
9049,a01|a05|a09|a10
9050,a01|a05|a07|a09|a17|a18|a19|a22|a23
9051,s09051
9052,a09|a11
9053,a01|a05|a06|a07|a08|a09|a40
9054,a01
9055,a05|a07
9056,a14
9057,a05
9058,a01|a05
9059,s09059
9060,a05
9061,a05|a14|a17
9062,s09062
9063,a05|a34
9064,s09064
9065,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
9066,a01
9067,a07
9068,a05|a07
9069,s09069
9070,a01
9071,a01|a05|a14|a16
9072,a06|a07|a08|a40
9073,a05|a14
9074,a14|a41
9075,a05
9076,a05|a14|a17|a18|a32
9077,a05
9078,a05
9079,a07
9080,a05|a07|a08|a10|a14
9081,s09081
9082,a05
9083,a05
9084,s09084
9085,s09085
9086,a01
9087,a05|a16
9088,a01|a05|a09|a10
9089,s09089
9090,s09090
9091,a05
9092,a07
9093,a05|a10|a14|a17
9094,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
9095,a14|a41
9096,a05
9097,a09|a16|a34|a46
9098,s09098
9099,s09099
9100,s09100
9101,a07
9102,a05|a34
9103,a02|a07
9104,a05|a14
9105,a14|a51
9106,s09106
9107,a01|a05|a14|a16
9108,a09|a11
9109,a05|a11|a24
9110,a05|a14
9111,s09111
9112,a05
9113,s09113
9114,a16|a17|a18
9115,a01|a05|a06|a07|a08|a09|a40
9116,a05|a12|a14|a16|a34|a41
9117,s09117
9118,a01|a05
9119,s09119
9120,s09120
9121,a05
9122,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
9123,a05
9124,a01|a05|a19
9125,a01|a05
9126,a05
9127,a01
9128,s09128
9129,a06|a07|a08|a40
9130,a01|a05|a07|a09|a17|a18|a19|a22|a23
9131,s09131
9132,a01|a07|a13|a25
9133,a01|a07|a08
9134,a05|a07|a08|a10|a14
9135,a07
9136,a14|a51
9137,a01|a19
9138,a14|a51
9139,a01
9140,a09|a11
9141,a05|a14
9142,a05|a14|a17|a18|a32
9143,a01|a05|a07
9144,s09144
9145,a05|a17|a19|a32
9146,a01|a05
9147,a01
9148,s09148
9149,a01|a05|a07|a09|a17|a18|a19|a22|a23
9150,a05|a10|a14|a17
9151,a01|a05|a09|a10
9152,a05
9153,a01|a05
9154,a01|a03|a05|a19|a25
9155,s09155
9156,a05
9157,a14
9158,a05
9159,a01
9160,s09160
9161,a12
9162,a14
9163,s09163
9164,a43
9165,a07
9166,a01|a07|a13|a25
9167,a01|a03|a05|a19|a25
9168,a05
9169,s09169
9170,a05
9171,a05|a12|a14|a16|a34|a41
9172,a01|a05|a07|a09|a17|a18|a19|a22|a23
9173,s09173
9174,s09174
9175,s09175
9176,a01|a05
9177,a05|a14
9178,a05
9179,a01
9180,a01|a07|a13|a25
9181,a05|a14
9182,a07
9183,s09183
9184,a05|a07|a08|a10|a50
9185,s09185
9186,a01|a05
9187,s09187
9188,s09188
9189,a05|a07
9190,a01|a07|a13|a25
9191,s09191
9192,a05
9193,s09193
9194,a05
9195,a01
9196,a01|a07|a08
9197,s09197
9198,a05|a14|a17|a18|a32
9199,a05
9200,s09200
9201,a05|a07|a10
9202,a05
9203,s09203
9204,a16|a17|a18
9205,a09|a11
9206,a05|a07|a14|a17
9207,a05
9208,a05
9209,s09209
9210,a01
9211,s09211
9212,a01
9213,a09|a11
9214,a05
9215,a05|a14
9216,a01|a05|a14
9217,a05|a17
9218,s09218
9219,a05|a16
9220,s09220
9221,a14|a41
9222,a01|a05|a14
9223,s09223
9224,a07
9225,s09225
9226,a05|a14
9227,s09227
9228,a05
9229,s09229
9230,a01|a05|a06|a07|a08|a09|a40
9231,a01
9232,a05
9233,a01|a07|a08
9234,a05|a07|a08|a10|a50
9235,s09235
9236,s09236
9237,a02|a07
9238,a01|a05
9239,a05
9240,a05
9241,a05
9242,a14
9243,a43
9244,a01
9245,s09245
9246,a05|a17|a19|a32
9247,a14
9248,a43
9249,a05
9250,s09250
9251,a09|a16|a34|a46
9252,a07
9253,s09253
9254,s09254
9255,a05|a07|a08|a10|a14
9256,a09|a16|a34|a46
9257,s09257
9258,s09258
9259,a01
9260,a05
9261,a05|a16
9262,s09262
9263,s09263
9264,s09264
9265,a05|a12|a14|a16|a34|a41
9266,s09266
9267,a05
9268,s09268
9269,a05
9270,s09270
9271,a02|a07
9272,s09272
9273,a01|a19
9274,a01
9275,a05|a07|a14|a17
9276,s09276
9277,a05
9278,a05
9279,s09279
9280,s09280
9281,a01|a05
9282,a05|a07|a14|a17
9283,a05
9284,a05|a14
9285,a05|a07
9286,a03
9287,a05|a14
9288,s09288
9289,a05|a11|a24
9290,s09290
9291,a05|a14
9292,a05|a14
9293,s09293
9294,a05
9295,a01|a05
9296,s09296
9297,a01|a19
9298,s09298
9299,s09299
9300,a05
9301,a05
9302,s09302
9303,a05
9304,a05
9305,a05|a07
9306,s09306
9307,a01|a05|a06|a07|a08|a09|a40
9308,a09|a11
9309,a05|a34
9310,a14
9311,s09311
9312,s09312
9313,s09313
9314,a06|a07|a08|a40
9315,a16|a17|a18
9316,a05|a17
9317,s09317
9318,a05
9319,a14
9320,a05|a11|a24
9321,s09321
9322,a05|a07
9323,s09323
9324,a09|a11
9325,a05
9326,a05|a17|a19|a32
9327,s09327
9328,a01|a05|a14
9329,s09329
9330,a07
9331,s09331
9332,s09332
9333,a01|a05|a07|a14|a16|a23
9334,s09334
9335,a05|a07|a08|a10|a50
9336,a01|a03|a05|a19|a25
9337,a05|a11|a24
9338,a02|a03|a05|a06
9339,s09339
9340,a05|a12|a14|a16|a34|a41
9341,s09341
9342,a05
9343,a05|a07|a10
9344,a05|a12|a14|a16|a34|a41
9345,a05|a14
9346,a05
9347,a01|a05|a06|a07|a08|a09|a40
9348,a05
9349,a07
9350,a07
9351,a01|a19
9352,a01
9353,s09353
9354,a05|a11|a24
9355,s09355
9356,a01|a05|a14|a16
9357,a05
9358,s09358
9359,a01|a19
9360,a05|a07
9361,a14
9362,s09362
9363,a16|a17|a18
9364,a01
9365,s09365
9366,a12
9367,s09367
9368,a09|a11
9369,s09369
9370,a05
9371,a05|a17
9372,s09372
9373,a05|a14
9374,s09374
9375,a05
9376,s09376
9377,a01|a05|a07|a09|a17|a18|a19|a22|a23
9378,a02|a03|a05|a06
9379,a02|a03|a05|a06
