egoid,venues_all,venues_dating,venues_nondating
3701,v0221|v0321|v0841|v0975|v0992|v1000,v0975|v0992|v1000,v0221|v0321|v0841
3702,v0975|v1007,v0975,v1007
3703,s03703,s03703,s03703
3704,v0663|v0874,v0663,v0874
3705,v0431|v0520|v0974|v1074,v0520|v0974,v0431|v1074
3706,v0097|v0572,s03706,v0097|v0572
3707,v0364|v0513|v0762|v0776|v0879|v0916,v0364|v0762|v0916,v0513|v0776|v0879
3708,v0992,v0992,s03708
3709,v0975,v0975,s03709
3710,s03710,s03710,s03710
3711,v0291|v0873,s03711,v0291|v0873
3712,s03712,s03712,s03712
3713,v0097|v0572,s03713,v0097|v0572
3714,v1082,s03714,v1082
3715,s03715,s03715,s03715
3716,s03716,s03716,s03716
3717,v0110|v1180,v0110,v1180
3718,v0364|v0520|v0974,v0364|v0520|v0974,s03718
3719,v1046,s03719,v1046
3720,v0097|v0469|v0572|v0804|v0810|v0951,v0810|v0951,v0097|v0469|v0572|v0804
3721,v0042|v0364|v0552|v0998,v0042|v0364|v0552|v0998,s03721
3722,v0102|v0109|v0974|v1195,v0974|v1195,v0102|v0109
3723,v0043,s03723,v0043
3724,v0793|v0992|v0993,v0992|v0993,v0793
3725,v0102|v0361|v0550|v0818|v0857|v1074,v0361|v0550|v0818|v0857,v0102|v1074
3726,s03726,s03726,s03726
3727,s03727,s03727,s03727
3728,v0647|v0959|v0974,v0974,v0647|v0959
3729,v0221|v0291|v0618|v0855,v0618,v0221|v0291|v0855
3730,v0097|v0572,s03730,v0097|v0572
3731,v0678|v0974,v0974,v0678
3732,v0876|v0974|v0979,v0876|v0974|v0979,s03732
3733,v0221,s03733,v0221
3734,v0430|v0665,s03734,v0430|v0665
3735,v0049|v0974,v0974,v0049
3736,s03736,s03736,s03736
3737,v0960|v0992,v0992,v0960
3738,v0109,s03738,v0109
3739,s03739,s03739,s03739
3740,s03740,s03740,s03740
3741,v0087|v0185|v0212|v0346|v0838,s03741,v0087|v0185|v0212|v0346|v0838
3742,v0360|v0389|v0787|v1195,v0787|v1195,v0360|v0389
3743,v0222|v0363|v0730|v0809,s03743,v0222|v0363|v0730|v0809
3744,v0992|v0998,v0992|v0998,s03744
3745,v0185|v0758|v0769|v0886|v0975|v0998,v0769|v0975|v0998,v0185|v0758|v0886
3746,v0031,s03746,v0031
3747,v0520|v0735|v0974,v0520|v0974,v0735
3748,v0576|v0647,s03748,v0576|v0647
3749,v0998,v0998,s03749
3750,v0346|v0758|v0881|v0886|v0992,v0992,v0346|v0758|v0881|v0886
3751,v0130|v0389|v0661|v0974,v0130|v0974,v0389|v0661
3752,v0994,v0994,s03752
3753,v0793|v0890|v1074,v0890,v0793|v1074
3754,v0938,s03754,v0938
3755,s03755,s03755,s03755
3756,v0938,s03756,v0938
3757,v0050|v0087|v0185|v0567|v0703|v0718|v0769|v0886,v0718|v0769,v0050|v0087|v0185|v0567|v0703|v0886
3758,v0994|v1122,v0994,v1122
3759,v0974,v0974,s03759
3760,v0050|v0938,s03760,v0050|v0938
3761,v0602|v0603,s03761,v0602|v0603
3762,v0321,s03762,v0321
3763,v0185|v0346|v0758|v0761|v0769|v0886|v1000,v0769|v1000,v0185|v0346|v0758|v0761|v0886
3764,v0278,v0278,s03764
3765,s03765,s03765,s03765
3766,v0042|v0998,v0042|v0998,s03766
3767,v0809|v1195,v1195,v0809
3768,v0049,s03768,v0049
3769,v0776|v0992,v0992,v0776
3770,v1082,s03770,v1082
3771,v0992,v0992,s03771
3772,v0375|v0970,s03772,v0375|v0970
3773,v0566|v0974,v0974,v0566
3774,v0844|v0974|v0998,v0974|v0998,v0844
3775,v0994,v0994,s03775
3776,v0050|v0974|v0975|v1074,v0974|v0975,v0050|v1074
3777,v0050|v0191|v0366|v0771|v0974|v0975|v0992,v0191|v0366|v0771|v0974|v0975|v0992,v0050
3778,s03778,s03778,s03778
3779,v0399|v0432|v0603|v0665,s03779,v0399|v0432|v0603|v0665
3780,v0360,s03780,v0360
3781,s03781,s03781,s03781
3782,v0033,s03782,v0033
3783,s03783,s03783,s03783
3784,v0288|v0994,v0994,v0288
3785,v0251,s03785,v0251
3786,v0507|v0960,s03786,v0507|v0960
3787,v0636,s03787,v0636
3788,v0127|v0361|v0603|v1029|v1074,v0127|v0361,v0603|v1029|v1074
3789,v0109|v0221|v0468|v0599|v0603|v0731,s03789,v0109|v0221|v0468|v0599|v0603|v0731
3790,v0793,s03790,v0793
3791,v0097|v0127|v0665|v0974|v1043|v1045|v1065,v0127|v0974|v1065,v0097|v0665|v1043|v1045
3792,v0266|v0703|v0730,s03792,v0266|v0703|v0730
3793,v0974,v0974,s03793
3794,v0260|v0993,v0260|v0993,s03794
3795,v0263|v0360|v0787,v0787,v0263|v0360
3796,v0360|v0389|v0556,s03796,v0360|v0389|v0556
3797,s03797,s03797,s03797
3798,s03798,s03798,s03798
3799,v0031|v0275,s03799,v0031|v0275
3800,s03800,s03800,s03800
3801,v0047|v0599|v0642|v0812,v0047|v0642|v0812,v0599
3802,v0360|v0389|v0556|v0787,v0787,v0360|v0389|v0556
3803,v0430|v0507,s03803,v0430|v0507
3804,v0994,v0994,s03804
3805,v0050|v0974|v0992|v1074,v0974|v0992,v0050|v1074
3806,v0087|v0395|v0953|v0960|v0974|v0992,v0974|v0992,v0087|v0395|v0953|v0960
3807,v0036|v0047|v0642,v0047|v0642,v0036
3808,v0102,s03808,v0102
3809,s03809,s03809,s03809
3810,v0730|v0974|v0975|v0998,v0974|v0975|v0998,v0730
3811,v0040|v0992,v0040|v0992,s03811
3812,v0236|v0291|v0432,s03812,v0236|v0291|v0432
3813,v0999,s03813,v0999
3814,v0110|v0245,v0110|v0245,s03814
3815,v0106|v0227|v0920|v1001,v0106|v0227|v0920|v1001,s03815
3816,s03816,s03816,s03816
3817,v0938|v0992,v0992,v0938
3818,v0031|v0275,s03818,v0031|v0275
3819,v0177|v0804|v0974|v0992|v1043|v1065|v1074,v0974|v0992|v1065,v0177|v0804|v1043|v1074
3820,v0251|v1113,s03820,v0251|v1113
3821,v0185|v0389|v0398|v0665|v1032|v1043|v1045|v1065|v1080,v0398|v1032|v1065,v0185|v0389|v0665|v1043|v1045|v1080
3822,v0364|v0974|v0992,v0364|v0974|v0992,s03822
3823,v0050,s03823,v0050
3824,v0545,s03824,v0545
3825,v0061|v0718,v0718,v0061
3826,s03826,s03826,s03826
3827,v0827|v1001,v0827|v1001,s03827
3828,v0035|v0049,s03828,v0035|v0049
3829,s03829,s03829,s03829
3830,v0364|v0375|v0520,v0364|v0520,v0375
3831,v0027,s03831,v0027
3832,v0998|v1062,v0998,v1062
3833,s03833,s03833,s03833
3834,v0508,s03834,v0508
3835,v0804|v1124,s03835,v0804|v1124
3836,v0221|v0231|v0391|v0599,s03836,v0221|v0231|v0391|v0599
3837,s03837,s03837,s03837
3838,v0855|v0925|v1140,s03838,v0855|v0925|v1140
3839,v0390,s03839,v0390
3840,v0221|v0978|v0993,v0993,v0221|v0978
3841,s03841,s03841,s03841
3842,v0350,s03842,v0350
3843,s03843,s03843,s03843
3844,v1122,s03844,v1122
3845,v0053|v0375|v0384|v0665,s03845,v0053|v0375|v0384|v0665
3846,v0102,s03846,v0102
3847,v0221|v0996,s03847,v0221|v0996
3848,s03848,s03848,s03848
3849,v1116|v1213,s03849,v1116|v1213
3850,v0446,s03850,v0446
3851,v0804|v0975,v0975,v0804
3852,s03852,s03852,s03852
3853,s03853,s03853,s03853
3854,v0264,s03854,v0264
3855,v0050,s03855,v0050
3856,s03856,s03856,s03856
3857,s03857,s03857,s03857
3858,s03858,s03858,s03858
3859,v0375|v0384|v0665|v0938,s03859,v0375|v0384|v0665|v0938
3860,v1199,s03860,v1199
3861,v0656,s03861,v0656
3862,v0050|v0793,s03862,v0050|v0793
3863,v0096,v0096,s03863
3864,v0375|v0665|v0959|v1108,s03864,v0375|v0665|v0959|v1108
3865,v0114|v0221|v0260|v0803|v1163,v0260,v0114|v0221|v0803|v1163
3866,v0221|v0982|v0993,v0993,v0221|v0982
3867,v0221|v0390,s03867,v0221|v0390
3868,v0805,s03868,v0805
3869,s03869,s03869,s03869
3870,v0128,s03870,v0128
3871,s03871,s03871,s03871
3872,v0507,s03872,v0507
3873,s03873,s03873,s03873
3874,v0975|v0992|v0993|v0998,v0975|v0992|v0993|v0998,s03874
3875,v0464,s03875,v0464
3876,v0665|v0855|v1213,s03876,v0665|v0855|v1213
3877,s03877,s03877,s03877
3878,v0050|v1189,s03878,v0050|v1189
3879,v0221,s03879,v0221
3880,s03880,s03880,s03880
3881,v0540|v0665,s03881,v0540|v0665
3882,v0035|v0371|v0533|v0556|v0960|v1189,s03882,v0035|v0371|v0533|v0556|v0960|v1189
3883,v0073,s03883,v0073
3884,v1164,s03884,v1164
3885,v0731,s03885,v0731
3886,v0221,s03886,v0221
3887,v0221|v0449,s03887,v0221|v0449
3888,v0391|v1110,s03888,v0391|v1110
3889,v0109|v0360,s03889,v0109|v0360
3890,v0102,s03890,v0102
3891,v0975|v0992|v0993|v0998,v0975|v0992|v0993|v0998,s03891
3892,v1164,s03892,v1164
3893,s03893,s03893,s03893
3894,v0391|v0817,s03894,v0391|v0817
3895,v0050|v0390|v0923|v1074,s03895,v0050|v0390|v0923|v1074
3896,s03896,s03896,s03896
3897,v0221|v0923,s03897,v0221|v0923
3898,s03898,s03898,s03898
3899,v0114|v0349|v0665,s03899,v0114|v0349|v0665
3900,v0221|v0507|v0996,s03900,v0221|v0507|v0996
3901,v0375|v0390,s03901,v0375|v0390
3902,v0231|v0391|v0599|v0665|v0974,v0974,v0231|v0391|v0599|v0665
3903,s03903,s03903,s03903
3904,s03904,s03904,s03904
3905,s03905,s03905,s03905
3906,v0665,s03906,v0665
3907,v0655|v0923,s03907,v0655|v0923
3908,v0221,s03908,v0221
3909,v0221|v0655|v0975|v0993,v0975|v0993,v0221|v0655
3910,s03910,s03910,s03910
3911,v0980,s03911,v0980
3912,s03912,s03912,s03912
3913,v0532|v1189,s03913,v0532|v1189
3914,v0102|v0221|v0923,s03914,v0102|v0221|v0923
3915,v0804,s03915,v0804
3916,s03916,s03916,s03916
3917,v0390|v0964,s03917,v0390|v0964
3918,s03918,s03918,s03918
3919,v0221,s03919,v0221
3920,v0464,s03920,v0464
3921,v0923|v0959,s03921,v0923|v0959
3922,s03922,s03922,s03922
3923,v0049|v0221|v0390|v0429,s03923,v0049|v0221|v0390|v0429
3924,s03924,s03924,s03924
3925,v0221|v0464|v0507|v0742,s03925,v0221|v0464|v0507|v0742
3926,s03926,s03926,s03926
3927,s03927,s03927,s03927
3928,v1062,s03928,v1062
3929,s03929,s03929,s03929
3930,v0176|v0312,s03930,v0176|v0312
3931,v0102|v0362|v0375|v0566|v0669|v0685|v0793|v0960|v1121|v1141|v1179,s03931,v0102|v0362|v0375|v0566|v0669|v0685|v0793|v0960|v1121|v1141|v1179
3932,v0012|v0841|v0960|v1140,s03932,v0012|v0841|v0960|v1140
3933,v0804,s03933,v0804
3934,v0053|v1199,s03934,v0053|v1199
3935,v0128|v0221|v0372|v0737|v1175|v1176,s03935,v0128|v0221|v0372|v0737|v1175|v1176
3936,v0333|v0349,s03936,v0333|v0349
3937,s03937,s03937,s03937
3938,v0446|v0507,s03938,v0446|v0507
3939,v0299|v0656,v0299,v0656
3940,v1116|v1213,s03940,v1116|v1213
3941,v0489|v0742|v0803|v1003,v0489,v0742|v0803|v1003
3942,v0298,s03942,v0298
3943,v0221|v0742|v1003,s03943,v0221|v0742|v1003
3944,v0049|v0464,s03944,v0049|v0464
3945,v0221|v0655|v0923|v0993,v0993,v0221|v0655|v0923
3946,s03946,s03946,s03946
3947,v0656,s03947,v0656
3948,v0128|v1063,s03948,v0128|v1063
3949,v1113,s03949,v1113
3950,v0446|v0507|v0925,s03950,v0446|v0507|v0925
3951,v0050|v0270|v0390|v0960,s03951,v0050|v0270|v0390|v0960
3952,v0645|v0665|v0880,s03952,v0645|v0665|v0880
3953,s03953,s03953,s03953
3954,s03954,s03954,s03954
3955,v0231|v0599|v1189,s03955,v0231|v0599|v1189
3956,v0603|v1164,s03956,v0603|v1164
3957,s03957,s03957,s03957
3958,v0049,s03958,v0049
3959,v0262|v0603,s03959,v0262|v0603
3960,v0241,s03960,v0241
3961,s03961,s03961,s03961
3962,s03962,s03962,s03962
3963,s03963,s03963,s03963
3964,s03964,s03964,s03964
3965,s03965,s03965,s03965
3966,v0069|v0087|v0370|v0828|v0960,s03966,v0069|v0087|v0370|v0828|v0960
3967,s03967,s03967,s03967
3968,v0221|v0390|v0904|v0959,v0904,v0221|v0390|v0959
3969,s03969,s03969,s03969
3970,s03970,s03970,s03970
3971,s03971,s03971,s03971
3972,v0980,s03972,v0980
3973,v0260|v0291|v0404|v1082|v1164,v0260,v0291|v0404|v1082|v1164
3974,v0050|v0390,s03974,v0050|v0390
3975,v0109|v0360|v0464|v0960,s03975,v0109|v0360|v0464|v0960
3976,v0236|v0464,s03976,v0236|v0464
3977,v0274|v0406|v0736|v0980,s03977,v0274|v0406|v0736|v0980
3978,v0994,v0994,s03978
3979,v0489|v0599,v0489,v0599
3980,v0221,s03980,v0221
3981,v1090,s03981,v1090
3982,v0996,s03982,v0996
3983,s03983,s03983,s03983
3984,v0659,s03984,v0659
3985,s03985,s03985,s03985
3986,v0975|v0994,v0975|v0994,s03986
3987,s03987,s03987,s03987
3988,v1113,s03988,v1113
3989,s03989,s03989,s03989
3990,v0312|v0633,s03990,v0312|v0633
3991,v0360|v0661,s03991,v0360|v0661
3992,v0221|v0331,s03992,v0221|v0331
3993,v0540|v0665,s03993,v0540|v0665
3994,s03994,s03994,s03994
3995,v0575,v0575,s03995
3996,v0231|v0391|v0599,s03996,v0231|v0391|v0599
3997,s03997,s03997,s03997
3998,v0923|v0959,s03998,v0923|v0959
3999,v0390|v0603,s03999,v0390|v0603
4000,s04000,s04000,s04000
4001,v1116|v1213,s04001,v1116|v1213
4002,v1164,s04002,v1164
4003,v0805,s04003,v0805
4004,s04004,s04004,s04004
4005,v0540|v0665,s04005,v0540|v0665
4006,v0221,s04006,v0221
4007,v0324|v0841|v0960,s04007,v0324|v0841|v0960
4008,v0221|v0231|v0464|v0599,s04008,v0221|v0231|v0464|v0599
4009,v0102|v0923,s04009,v0102|v0923
4010,v0050|v0804,s04010,v0050|v0804
4011,s04011,s04011,s04011
4012,s04012,s04012,s04012
4013,v1164,s04013,v1164
4014,v0923,s04014,v0923
4015,v0291|v0508,s04015,v0291|v0508
4016,s04016,s04016,s04016
4017,v1213,s04017,v1213
4018,v0053|v0665|v1108,s04018,v0053|v0665|v1108
4019,v0097|v0114|v0260|v1162|v1170,v0260,v0097|v0114|v1162|v1170
4020,s04020,s04020,s04020
4021,s04021,s04021,s04021
4022,v0221|v0786|v0923,s04022,v0221|v0786|v0923
4023,v0299|v0656,v0299,v0656
4024,s04024,s04024,s04024
4025,v0050|v0352|v0661|v0960,s04025,v0050|v0352|v0661|v0960
4026,v0035|v0328|v0603,s04026,v0035|v0328|v0603
4027,v0050|v0328|v0390|v0798,s04027,v0050|v0328|v0390|v0798
4028,v0959,s04028,v0959
4029,s04029,s04029,s04029
4030,v0855|v0925|v1140,s04030,v0855|v0925|v1140
4031,s04031,s04031,s04031
4032,v0128|v0507,s04032,v0128|v0507
4033,v0050|v0390,s04033,v0050|v0390
4034,v0388,s04034,v0388
4035,v0050|v0221|v0375|v0460|v0481|v0566|v0572|v0669|v0690|v0817|v0980|v1121|v1141,s04035,v0050|v0221|v0375|v0460|v0481|v0566|v0572|v0669|v0690|v0817|v0980|v1121|v1141
4036,v0391|v0665|v0855,s04036,v0391|v0665|v0855
4037,v0221,s04037,v0221
4038,v0221|v0274|v0959|v1179,s04038,v0221|v0274|v0959|v1179
4039,v0221|v0449,s04039,v0221|v0449
4040,s04040,s04040,s04040
4041,v0221,s04041,v0221
4042,v0464,s04042,v0464
4043,v0805,s04043,v0805
4044,s04044,s04044,s04044
4045,v0222|v0390|v0489,v0489,v0222|v0390
4046,s04046,s04046,s04046
4047,s04047,s04047,s04047
4048,v0468|v1116|v1199,s04048,v0468|v1116|v1199
4049,v0221|v0441|v0805,s04049,v0221|v0441|v0805
4050,v0656,s04050,v0656
4051,v1104|v1199,s04051,v1104|v1199
4052,v0128|v0665|v1190,s04052,v0128|v0665|v1190
4053,v0805,s04053,v0805
4054,v0446|v1199,s04054,v0446|v1199
4055,v0599,s04055,v0599
4056,v1164,s04056,v1164
4057,s04057,s04057,s04057
4058,v0221|v0291|v0321,s04058,v0221|v0291|v0321
4059,s04059,s04059,s04059
4060,v0331|v0566,s04060,v0331|v0566
4061,v0128|v1063,s04061,v0128|v1063
4062,v0375,s04062,v0375
4063,v0221|v0805,s04063,v0221|v0805
4064,v0655|v0923|v0975|v0993|v1190,v0975|v0993,v0655|v0923|v1190
4065,v0049,s04065,v0049
4066,v0391|v1110,s04066,v0391|v1110
4067,v0128|v0507,s04067,v0128|v0507
4068,s04068,s04068,s04068
4069,v0033,s04069,v0033
4070,v0507,s04070,v0507
4071,v0221,s04071,v0221
4072,v0050|v0390|v0798|v1105,s04072,v0050|v0390|v0798|v1105
4073,s04073,s04073,s04073
4074,v1128,s04074,v1128
4075,v0049,s04075,v0049
4076,v0221|v0485|v0507|v0851|v1003,v0485,v0221|v0507|v0851|v1003
4077,v0050|v0388|v0390|v0960,s04077,v0050|v0388|v0390|v0960
4078,v0221|v0364|v0464|v0489|v0507|v1003|v1008|v1137,v0364|v0489|v1008,v0221|v0464|v0507|v1003|v1137
4079,v0575,v0575,s04079
4080,v0221,s04080,v0221
4081,v0221,s04081,v0221
4082,v1199,s04082,v1199
4083,v0241|v1189,s04083,v0241|v1189
4084,v1164,s04084,v1164
4085,v0665,s04085,v0665
4086,v1199,s04086,v1199
4087,v0805,s04087,v0805
4088,v0333,s04088,v0333
4089,s04089,s04089,s04089
4090,v0793,s04090,v0793
4091,v0312|v0633,s04091,v0312|v0633
4092,v0805|v0960|v1113|v1178,s04092,v0805|v0960|v1113|v1178
4093,v0221|v0372|v0373|v0469|v0960,s04093,v0221|v0372|v0373|v0469|v0960
4094,v0915|v1116|v1199,s04094,v0915|v1116|v1199
4095,v0212|v0349,s04095,v0212|v0349
4096,s04096,s04096,s04096
4097,s04097,s04097,s04097
4098,v0221,s04098,v0221
4099,s04099,s04099,s04099
4100,s04100,s04100,s04100
4101,v0464|v0508,s04101,v0464|v0508
4102,s04102,s04102,s04102
4103,v0050,s04103,v0050
4104,v0185|v0599,s04104,v0185|v0599
4105,v0804,s04105,v0804
4106,v0027|v0050|v0221|v0397|v0960|v1121|v1140,s04106,v0027|v0050|v0221|v0397|v0960|v1121|v1140
4107,s04107,s04107,s04107
4108,v0730,s04108,v0730
4109,s04109,s04109,s04109
4110,v0221,s04110,v0221
4111,s04111,s04111,s04111
4112,v0300|v0656,v0300,v0656
4113,s04113,s04113,s04113
4114,v0054|v0390,s04114,v0054|v0390
4115,v1199,s04115,v1199
4116,v0027|v0417|v0508,s04116,v0027|v0417|v0508
4117,s04117,s04117,s04117
4118,v0446,s04118,v0446
4119,s04119,s04119,s04119
4120,v0333,s04120,v0333
4121,v0221|v0331,s04121,v0221|v0331
4122,v0050|v0268|v0390|v0960,s04122,v0050|v0268|v0390|v0960
4123,v0087|v1178,s04123,v0087|v1178
4124,v0508|v0665|v0735,s04124,v0508|v0665|v0735
4125,v0050|v0126|v0661,s04125,v0050|v0126|v0661
4126,v0260|v0687|v1043|v1163,v0260,v0687|v1043|v1163
4127,v1116,s04127,v1116
4128,v0221|v0274,s04128,v0221|v0274
4129,v0975,v0975,s04129
4130,s04130,s04130,s04130
4131,v0925,s04131,v0925
4132,v0397,s04132,v0397
4133,v0221|v0996,s04133,v0221|v0996
4134,v1110,s04134,v1110
4135,v0259|v0533,s04135,v0259|v0533
4136,v0390,s04136,v0390
4137,v0299|v0656,v0299,v0656
4138,s04138,s04138,s04138
4139,v0221|v0805,s04139,v0221|v0805
4140,s04140,s04140,s04140
4141,v0221,s04141,v0221
4142,s04142,s04142,s04142
4143,v0656,s04143,v0656
4144,v0473|v1116|v1199,s04144,v0473|v1116|v1199
4145,v0050,s04145,v0050
4146,v0221|v0566|v0572|v0669|v0672|v0682|v0690|v1141,s04146,v0221|v0566|v0572|v0669|v0672|v0682|v0690|v1141
4147,s04147,s04147,s04147
4148,v0260|v0324|v1164|v1170,v0260,v0324|v1164|v1170
4149,v0221,s04149,v0221
4150,v0102,s04150,v0102
4151,v0053|v0384|v0665,s04151,v0053|v0384|v0665
4152,v0446|v0507|v1199,s04152,v0446|v0507|v1199
4153,s04153,s04153,s04153
4154,v0449,s04154,v0449
4155,s04155,s04155,s04155
4156,s04156,s04156,s04156
4157,s04157,s04157,s04157
4158,v0881|v1189,s04158,v0881|v1189
4159,s04159,s04159,s04159
4160,v0221,s04160,v0221
4161,s04161,s04161,s04161
4162,s04162,s04162,s04162
4163,v0274|v0645,s04163,v0274|v0645
4164,s04164,s04164,s04164
4165,s04165,s04165,s04165
4166,s04166,s04166,s04166
4167,v0464|v0508|v0669,s04167,v0464|v0508|v0669
4168,v0923,s04168,v0923
4169,s04169,s04169,s04169
4170,s04170,s04170,s04170
4171,v0221|v0464|v0507|v1008|v1190,v1008,v0221|v0464|v0507|v1190
4172,s04172,s04172,s04172
4173,v0102|v0923,s04173,v0102|v0923
4174,v0923|v0959,s04174,v0923|v0959
4175,v0809,s04175,v0809
4176,v0375,s04176,v0375
4177,v0057|v0128|v0362|v0507|v0566|v0669|v0685|v0690|v1121|v1139|v1141,s04177,v0057|v0128|v0362|v0507|v0566|v0669|v0685|v0690|v1121|v1139|v1141
4178,v0391|v1110,s04178,v0391|v1110
4179,v0999,s04179,v0999
4180,s04180,s04180,s04180
4181,v0375|v1043,s04181,v0375|v1043
4182,s04182,s04182,s04182
4183,v0645,s04183,v0645
4184,v0375,s04184,v0375
4185,v0446|v0925,s04185,v0446|v0925
4186,v0575,v0575,s04186
4187,s04187,s04187,s04187
4188,v0508,s04188,v0508
4189,v0050,s04189,v0050
4190,s04190,s04190,s04190
4191,s04191,s04191,s04191
4192,v1081,s04192,v1081
4193,v0656|v0975,v0975,v0656
4194,v0507,s04194,v0507
4195,v0128,s04195,v0128
4196,v0923|v0960,s04196,v0923|v0960
4197,s04197,s04197,s04197
4198,s04198,s04198,s04198
4199,v0221|v0996,s04199,v0221|v0996
4200,v1124,s04200,v1124
4201,v0049|v0658,s04201,v0049|v0658
4202,v0221|v0260|v1018|v1140|v1163,v0260,v0221|v1018|v1140|v1163
4203,s04203,s04203,s04203
4204,v0665,s04204,v0665
4205,v0221|v0362|v0566|v0572|v0665|v0669|v0672|v0736|v0960|v1043|v1082|v1121|v1141,s04205,v0221|v0362|v0566|v0572|v0665|v0669|v0672|v0736|v0960|v1043|v1082|v1121|v1141
4206,v0331,s04206,v0331
4207,v1178,s04207,v1178
4208,s04208,s04208,s04208
4209,s04209,s04209,s04209
4210,v0221|v0390,s04210,v0221|v0390
4211,v0221|v0975|v0993,v0975|v0993,v0221
4212,s04212,s04212,s04212
4213,v0050|v0390|v0960|v1164,s04213,v0050|v0390|v0960|v1164
4214,v0994,v0994,s04214
4215,s04215,s04215,s04215
4216,s04216,s04216,s04216
4217,s04217,s04217,s04217
4218,v0994,v0994,s04218
4219,s04219,s04219,s04219
4220,v0050,s04220,v0050
4221,v0994,v0994,s04221
4222,s04222,s04222,s04222
4223,v0128|v0959,s04223,v0128|v0959
4224,s04224,s04224,s04224
4225,v0050|v0572,s04225,v0050|v0572
4226,v0925|v1125,s04226,v0925|v1125
4227,s04227,s04227,s04227
4228,v0087|v0221|v0362|v0363|v0516|v0572|v0669|v0682|v0690|v0817|v1121|v1141,s04228,v0087|v0221|v0362|v0363|v0516|v0572|v0669|v0682|v0690|v0817|v1121|v1141
4229,s04229,s04229,s04229
4230,v0804,s04230,v0804
4231,s04231,s04231,s04231
4232,v0665|v0844,s04232,v0665|v0844
4233,v0221|v1199,s04233,v0221|v1199
4234,s04234,s04234,s04234
4235,v0221,s04235,v0221
4236,v0925|v1125,s04236,v0925|v1125
4237,s04237,s04237,s04237
4238,v0128,s04238,v0128
4239,s04239,s04239,s04239
4240,v0507,s04240,v0507
4241,v0050|v0390,s04241,v0050|v0390
4242,v0053|v0665|v1199,s04242,v0053|v0665|v1199
4243,s04243,s04243,s04243
4244,v0049|v0221,s04244,v0049|v0221
4245,v0109,s04245,v0109
4246,v0221|v0805|v0923,s04246,v0221|v0805|v0923
4247,s04247,s04247,s04247
4248,v0855|v0925|v1140,s04248,v0855|v0925|v1140
4249,v0221,s04249,v0221
4250,v0024,s04250,v0024
4251,v0221|v0362|v0406|v0481|v0559|v0603|v0669|v0672|v0690|v0855|v1141,s04251,v0221|v0362|v0406|v0481|v0559|v0603|v0669|v0672|v0690|v0855|v1141
4252,v0221|v0996,s04252,v0221|v0996
4253,v0665|v0687|v1190,s04253,v0665|v0687|v1190
4254,v0128,s04254,v0128
4255,s04255,s04255,s04255
4256,v0002,s04256,v0002
4257,v0603|v1169,s04257,v0603|v1169
4258,v0333|v0665|v1108,s04258,v0333|v0665|v1108
4259,s04259,s04259,s04259
4260,s04260,s04260,s04260
4261,v0349|v0863,s04261,v0349|v0863
4262,v0661,s04262,v0661
4263,v1164,s04263,v1164
4264,s04264,s04264,s04264
4265,s04265,s04265,s04265
4266,s04266,s04266,s04266
4267,v0390|v0665,s04267,v0390|v0665
4268,v0050|v0388|v0390|v0798,s04268,v0050|v0388|v0390|v0798
4269,v0464|v0489|v0507|v0742|v0993,v0489|v0993,v0464|v0507|v0742
4270,v0221|v0449,s04270,v0221|v0449
4271,s04271,s04271,s04271
4272,v0221|v0923,s04272,v0221|v0923
4273,s04273,s04273,s04273
4274,v0231|v0391|v0430|v0599|v0975,v0975,v0231|v0391|v0430|v0599
4275,v1164,s04275,v1164
4276,s04276,s04276,s04276
4277,v0087,s04277,v0087
4278,v0050|v1189,s04278,v0050|v1189
4279,v0701|v0923,s04279,v0701|v0923
4280,v0507|v0996,s04280,v0507|v0996
4281,v0975|v0992|v0993|v0998,v0975|v0992|v0993|v0998,s04281
4282,v0128,s04282,v0128
4283,v0050|v0123|v0362|v0661|v0669|v0672|v0687|v0929|v1121|v1141|v1178,s04283,v0050|v0123|v0362|v0661|v0669|v0672|v0687|v0929|v1121|v1141|v1178
4284,v0312|v0434,s04284,v0312|v0434
4285,v0395|v0665|v0875,s04285,v0395|v0665|v0875
4286,v0855|v0925,s04286,v0855|v0925
4287,v0057|v0383|v0559|v0566|v0669|v0672|v0685|v0817|v0828|v0960|v1121|v1139|v1141,s04287,v0057|v0383|v0559|v0566|v0669|v0672|v0685|v0817|v0828|v0960|v1121|v1139|v1141
4288,v0507|v0996,s04288,v0507|v0996
4289,v0804,s04289,v0804
4290,s04290,s04290,s04290
4291,v1113,s04291,v1113
4292,v0221|v1179,s04292,v0221|v1179
4293,s04293,s04293,s04293
4294,v0575,v0575,s04294
4295,s04295,s04295,s04295
4296,s04296,s04296,s04296
4297,v0231|v0599,s04297,v0231|v0599
4298,v0975|v0993|v0998,v0975|v0993|v0998,s04298
4299,v0959,s04299,v0959
4300,v0665,s04300,v0665
4301,v0222|v0841|v0960|v1113,s04301,v0222|v0841|v0960|v1113
4302,s04302,s04302,s04302
4303,v0701|v0923|v0960,s04303,v0701|v0923|v0960
4304,v0268,s04304,v0268
4305,v0375|v0804,s04305,v0375|v0804
4306,v0923|v0960,s04306,v0923|v0960
4307,s04307,s04307,s04307
4308,s04308,s04308,s04308
4309,v0221|v0362|v0566|v0669|v0672|v0960|v0977|v1141|v1189,s04309,v0221|v0362|v0566|v0669|v0672|v0960|v0977|v1141|v1189
