,numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc,age,empirical_egos_list,assigned_empego_for_venues,assigned_empego,venue_list,init_ser_cat,init_cas_cat,init_pers_cat,any_serious,assigned_empego_rel,appslist_rel,assigned_empego_norel,appslist_norel,appslist
132,2179,s02179,whiteNH,21to29,2,W/21+,26.416438356164385,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e459,e459,v0358|v0364|v0513|v0520|v0974|v0992,0,1,1,0,e459,a14,e536,s02179,s02179
419,2194,s02194,whiteNH,21to29,2,W/21+,25.02739726027397,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e023,e023,v0020|v0218|v0223|v0280|v0317|v0340|v0343|v0389|v0550|v0769|v0773|v0779|v0780|v0857|v0859|v1053,0,0,0,0,e023,a05|a14,e481,a05|a17,a05|a17
344,2197,s02197,whiteNH,21to29,2,W/21+,25.36986301369863,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e460,e460,v0364|v0431|v0520|v0802|v0974|v0978|v0992|v1074,1+,0,1,1,e313,s02197,e460,a05,s02197
323,2258,s02258,whiteNH,21to29,2,W/21+,22.816438356164383,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e319,e319,v0191|v0245|v0283|v0366|v0611|v0619|v0647|v0738|v0740|v0760|v0771|v0974|v0975|v0992|v0993|v0995|v1017,0,2+,3+,0,e319,a05|a17|a19,e408,a10|a14,a10|a14
143,2277,s02277,whiteNH,21to29,2,W/21+,28.3972602739726,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e408,e408,v0278|v0289|v0974|v0975|v0992|v0998|v1000|v1070,1+,0,1,1,e442,a05|a16,e408,a10|a14,a05|a16
160,2302,s02302,whiteNH,21to29,2,W/21+,24.46575342465753,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e275,e275,v0130|v0389|v0527|v0974|v0983|v0992|v0995,0,0,0,0,e275,a05|a14|a16|a17|a22,e569,s02302,s02302
63,2330,s02330,whiteNH,21to29,2,W/21+,25.964383561643835,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e429,e429,v0320|v0665|v0793|v0975|v0992|v0993|v0994,1+,0,1,1,e285,a05|a08|a10|a14,e429,a05|a18,a05|a08|a10|a14
453,2371,s02371,whiteNH,21to29,2,W/21+,29.30958904109589,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e285,e285,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080,0,1,1,0,e285,a05|a08|a10|a14,e147,a05|a19|a34,a05|a19|a34
469,2404,s02404,whiteNH,21to29,2,W/21+,28.0986301369863,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e017,e017,v0014|v0223|v0227|v0437|v0550|v0768|v0773,0,0,0,0,e017,s02404,e429,a05|a18,a05|a18
16,2430,s02430,whiteNH,21to29,2,W/21+,27.975342465753425,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e270,e270,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074,0,0,0,0,e270,a05|a14|a17|a41,e125,a07|a08|a10|a14,a07|a08|a10|a14
42,2446,s02446,whiteNH,21to29,2,W/21+,23.53150684931507,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e188,e188,v0087|v0177|v0974|v0992|v0994,0,0,0,0,e188,a05|a17,e477,a05|a14|a36,a05|a14|a36
440,2452,s02452,whiteNH,21to29,2,W/21+,24.756164383561643,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e346,e346,v0223|v0665|v0793|v1014,0,0,0,0,e346,a05|a14,e467,a01|a05,a01|a05
385,2472,s02472,whiteNH,21to29,2,W/21+,25.816438356164383,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e102,e102,v0050|v0337|v0340|v0974|v0992|v0999|v1074,1+,0,1,1,e459,a14,e102,s02472,a14
424,2483,s02483,whiteNH,21to29,2,W/21+,24.83561643835617,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e604,e604,v0960|v0974,0,0,0,0,e604,a05|a14|a21,e441,a05|a14|a16,a05|a14|a16
139,2486,s02486,whiteNH,21to29,2,W/21+,26.931506849315067,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e431,e431,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077,0,0,0,0,e431,a05|a14,e547,a17,a17
403,2535,s02535,whiteNH,21to29,2,W/21+,21.68219178082192,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e429,e429,v0320|v0665|v0793|v0975|v0992|v0993|v0994,1+,0,1,1,e073,a05,e429,a05|a18,a05
18,2555,s02555,whiteNH,21to29,2,W/21+,27.534246575342465,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e222,e222,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110,1+,0,1,1,e457,a17|a18,e222,s02555,a17|a18
430,2585,s02585,whiteNH,21to29,2,W/21+,27.97808219178082,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e458,e458,v0358|v0364|v0830|v0974|v0992,1+,0,1,1,e188,a05|a17,e458,s02585,a05|a17
238,2609,s02609,whiteNH,21to29,2,W/21+,25.76986301369863,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e445,e445,v0340|v0342|v0994|v1006,1+,0,1,1,e346,a05|a14,e445,s02609,a05|a14
253,2613,s02613,whiteNH,21to29,2,W/21+,27.46301369863013,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e176,e176,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013,0,2+,3+,0,e176,a03|a05|a17|a36,e051,s02613,s02613
281,2653,s02653,whiteNH,21to29,2,W/21+,26.504109589041096,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e431,e431,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077,0,0,0,0,e431,a05|a14,e429,a05|a18,a05|a18
140,2655,s02655,whiteNH,21to29,2,W/21+,28.90684931506849,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e262,e262,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998,0,0,0,1,e021,a14,e262,a17|a36,a14
463,2678,s02678,whiteNH,21to29,2,W/21+,29.435616438356163,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e239,e239,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195,1+,0,1,1,e415,a05,e239,s02678,a05
434,2718,s02718,whiteNH,21to29,2,W/21+,29.84931506849315,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e049,e049,v0036|v0047|v0231|v0548|v0576|v0599|v0642|v0647|v0716|v0812|v0998,0,0,0,0,e049,a05|a14,e381,a05|a17|a18,a05|a17|a18
263,2792,s02792,whiteNH,21to29,2,W/21+,28.068493150684933,"['e001', 'e017', 'e021', 'e023', 'e024', 'e029', 'e043', 'e049', 'e051', 'e052', 'e053', 'e057', 'e059', 'e061', 'e067', 'e069', 'e072', 'e073', 'e102', 'e118', 'e124', 'e125', 'e139', 'e146', 'e147', 'e170', 'e175', 'e176', 'e180', 'e188', 'e190', 'e213', 'e221', 'e222', 'e228', 'e239', 'e245', 'e252', 'e262', 'e267', 'e270', 'e275', 'e283', 'e285', 'e286', 'e287', 'e306', 'e307', 'e309', 'e311', 'e313', 'e314', 'e319', 'e323', 'e344', 'e346', 'e381', 'e395', 'e399', 'e400', 'e408', 'e415', 'e421', 'e429', 'e431', 'e441', 'e442', 'e445', 'e448', 'e450', 'e457', 'e458', 'e459', 'e460', 'e467', 'e476', 'e477', 'e481', 'e533', 'e534', 'e536', 'e547', 'e556', 'e569', 'e570', 'e585', 'e597', 'e604']",e309,e309,v0178|v0361|v0398|v0818|v0836|v0857|v1029|v1083,0,0,0,0,e309,a05|a14|a41,e399,s02792,s02792
